Unnamed: 0,Modelo,nhid,Pooling,epochs,qtd_layers,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg_without_SST5
176.0,bert-large-uncased,0,_concat_mean_3_tokens-20,1,24,84.42,89.4,95.17,88.03,88.14,93.2,71.07,87.06142857142858
177.0,bert-large-uncased,0,_concat_mean_3_tokens_exclude_cls_and_sep-20,1,24,84.38,89.03,95.31,87.89,88.14,94.4,70.55,87.1
178.0,bert-large-uncased,0,_concat_mean_5_tokens-20,1,24,84.34,89.19,95.74,87.55,88.69,93.8,68.12,86.77571428571427
179.0,bert-large-uncased,0,_concat_mean_5_tokens_exclude_cls_and_sep-20,1,24,84.19,88.98,95.67,68.77,50.08,94.6,69.28,78.79571428571428
180.0,bert-large-uncased,0,_cls-21,1,24,85.54,88.11,95.81,85.96,90.5,88.2,73.22,86.76285714285714
181.0,bert-large-uncased,0,_mean-21,1,24,83.45,87.52,94.61,86.24,90.01,89.0,73.04,86.26714285714284
182.0,bert-large-uncased,0,_mean_exclude_cls_sep-21,1,24,83.17,87.66,94.63,87.1,89.4,87.2,74.32,86.21142857142857
183.0,bert-large-uncased,0,_concat_cls_with_mean-21,1,24,85.9,88.77,96.0,86.64,91.21,91.4,73.97,87.69857142857143
184.0,bert-large-uncased,0,_concat_cls_with_mean_exclude_cls_sep-21,1,24,85.94,88.74,96.19,87.35,91.43,92.0,74.09,87.96285714285716
185.0,bert-large-uncased,0,_concat_mean_3_tokens-21,1,24,84.74,89.59,95.19,87.38,88.36,93.4,70.72,87.05428571428571
186.0,bert-large-uncased,0,_concat_mean_3_tokens_exclude_cls_and_sep-21,1,24,84.06,89.03,95.09,87.56,87.53,93.0,70.03,86.61428571428571
187.0,bert-large-uncased,0,_concat_mean_5_tokens-21,1,24,84.5,89.3,95.53,86.53,87.81,93.6,69.28,86.64999999999999
188.0,bert-large-uncased,0,_concat_mean_5_tokens_exclude_cls_and_sep-21,1,24,84.04,88.4,95.34,68.77,50.08,94.6,68.58,78.5442857142857
189.0,bert-large-uncased,0,_cls-22,1,24,85.68,87.92,95.98,85.65,91.1,88.2,73.1,86.80428571428573
190.0,bert-large-uncased,0,_mean-22,1,24,83.2,87.89,95.01,86.19,90.01,86.8,72.81,85.98714285714287
191.0,bert-large-uncased,0,_mean_exclude_cls_sep-22,1,24,83.02,86.97,94.99,86.92,88.47,86.4,72.41,85.59714285714286
192.0,bert-large-uncased,0,_concat_cls_with_mean-22,1,24,85.97,89.19,96.09,86.58,91.21,90.6,72.64,87.46857142857142
193.0,bert-large-uncased,0,_concat_cls_with_mean_exclude_cls_sep-22,1,24,86.14,89.69,95.81,87.35,91.76,90.6,74.09,87.92
194.0,bert-large-uncased,0,_concat_mean_3_tokens-22,1,24,84.59,89.3,95.21,87.29,88.03,93.8,70.26,86.92571428571428
195.0,bert-large-uncased,0,_concat_mean_3_tokens_exclude_cls_and_sep-22,1,24,84.05,88.64,95.29,87.18,87.42,93.0,68.99,86.36714285714287
196.0,bert-large-uncased,0,_concat_mean_5_tokens-22,1,24,84.82,89.4,95.48,87.36,88.3,92.8,67.48,86.52
197.0,bert-large-uncased,0,_concat_mean_5_tokens_exclude_cls_and_sep-22,1,24,83.87,88.37,95.72,68.77,50.08,93.6,67.25,78.23714285714286
198.0,bert-large-uncased,0,_cls-23,1,24,85.54,88.9,95.79,85.6,90.77,90.4,69.45,86.63571428571429
199.0,bert-large-uncased,0,_mean-23,1,24,82.77,87.55,94.79,86.09,89.51,85.8,71.77,85.46857142857142
200.0,bert-large-uncased,0,_mean_exclude_cls_sep-23,1,24,82.53,86.57,94.86,86.72,88.36,87.6,71.54,85.4542857142857
201.0,bert-large-uncased,0,_concat_cls_with_mean-23,1,24,86.11,89.75,95.9,86.26,91.32,91.8,71.71,87.55
202.0,bert-large-uncased,0,_concat_cls_with_mean_exclude_cls_sep-23,1,24,86.19,89.78,95.78,87.06,91.65,91.8,71.94,87.74285714285715
203.0,bert-large-uncased,0,_concat_mean_3_tokens-23,1,24,84.17,89.19,95.54,87.11,87.86,92.4,69.97,86.6057142857143
204.0,bert-large-uncased,0,_concat_mean_3_tokens_exclude_cls_and_sep-23,1,24,83.33,87.23,95.18,87.29,87.31,92.6,67.71,85.80714285714286
205.0,bert-large-uncased,0,_concat_mean_5_tokens-23,1,24,84.5,89.38,95.67,87.35,88.25,93.4,67.48,86.57571428571428
206.0,bert-large-uncased,0,_concat_mean_5_tokens_exclude_cls_and_sep-23,1,24,83.38,88.08,95.57,68.77,50.08,94.4,66.43,78.10142857142857
207.0,bert-large-uncased,0,_cls-24,1,24,85.27,86.49,94.96,84.64,90.72,85.4,69.91,85.34142857142855
208.0,bert-large-uncased,0,_mean-24,1,24,82.42,85.88,94.53,84.81,89.02,81.0,72.75,84.34428571428573
209.0,bert-large-uncased,0,_mean_exclude_cls_sep-24,1,24,82.1,84.95,94.38,85.59,88.91,81.2,72.29,84.20285714285714
210.0,bert-large-uncased,0,_concat_cls_with_mean-24,1,24,85.81,88.87,95.62,85.69,91.16,90.2,73.39,87.24857142857142
211.0,bert-large-uncased,0,_concat_cls_with_mean_exclude_cls_sep-24,1,24,85.6,88.87,95.39,86.49,90.99,90.0,68.93,86.61
212.0,bert-large-uncased,0,_concat_mean_3_tokens-24,1,24,83.43,88.4,94.43,86.58,88.63,88.8,69.33,85.65714285714286
213.0,bert-large-uncased,0,_concat_mean_3_tokens_exclude_cls_and_sep-24,1,24,82.55,86.73,94.57,86.54,87.1,85.0,68.0,84.35571428571428
214.0,bert-large-uncased,0,_concat_mean_5_tokens-24,1,24,83.45,87.68,94.98,86.88,88.14,91.2,67.88,85.74428571428572
215.0,bert-large-uncased,0,_concat_mean_5_tokens_exclude_cls_and_sep-24,1,24,82.75,86.62,95.14,68.77,50.08,92.8,67.54,77.67142857142856
216.0,bert-large-uncased,0,cls_last4,1,24,84.83,88.4,95.88,85.61,91.05,91.0,67.42,86.31285714285714
217.0,bert-large-uncased,0,mean_last4,1,24,83.77,88.61,95.26,86.47,89.73,88.6,71.3,86.24857142857142
218.0,bert-large-uncased,0,mean_exclude_cls_sep_last4,1,24,83.91,87.52,95.22,86.64,89.29,91.8,71.25,86.51857142857143
219.0,bert-large-uncased,0,concat_cls_with_mean_last4,1,24,85.5,89.56,95.9,86.94,91.54,92.8,68.64,87.26857142857143
220.0,bert-large-uncased,0,concat_cls_with_mean_exclude_cls_sep_last4,1,24,85.71,89.54,96.08,87.39,91.65,91.8,68.35,87.21714285714286
221.0,bert-large-uncased,0,concat_mean_3_tokens_last4,1,24,84.34,88.88,95.3,87.25,87.86,93.4,67.88,86.41571428571429
222.0,bert-large-uncased,0,concat_mean_3_tokens_exclude_cls_and_sep_last4,1,24,83.61,88.45,95.14,86.78,87.48,94.8,67.83,86.29857142857144
223.0,bert-large-uncased,0,concat_mean_5_tokens_last4,1,24,84.36,88.69,95.48,86.33,88.47,92.6,66.55,86.06857142857143
224.0,bert-large-uncased,0,concat_mean_5_tokens_exclude_cls_and_sep_last4,1,24,83.43,87.79,95.57,68.77,50.08,93.6,68.29,78.21857142857142
225.0,bert-large-uncased,0,cls_sumall,1,24,82.54,86.17,95.19,86.26,90.12,85.0,65.57,84.40714285714284
226.0,bert-large-uncased,0,mean_sumall,1,24,82.83,85.75,94.81,87.62,88.25,92.6,68.99,85.83571428571429
227.0,bert-large-uncased,0,mean_exclude_cls_sep_sumall,1,24,82.36,85.72,94.47,86.86,86.77,90.2,70.32,85.24285714285715
228.0,bert-large-uncased,0,concat_cls_with_mean_sumall,1,24,84.41,88.34,95.33,87.06,90.66,92.4,69.22,86.77428571428571
229.0,bert-large-uncased,0,concat_cls_with_mean_exclude_cls_sep_sumall,1,24,83.83,87.87,95.34,86.85,90.77,91.8,69.16,86.51714285714284
230.0,bert-large-uncased,0,concat_mean_3_tokens_sumall,1,24,81.57,85.22,94.89,87.46,85.56,92.6,68.23,85.07571428571428
231.0,bert-large-uncased,0,concat_mean_3_tokens_exclude_cls_and_sep_sumall,1,24,81.4,84.4,94.66,86.93,84.9,91.6,68.93,84.68857142857145
232.0,bert-large-uncased,0,concat_mean_5_tokens_sumall,1,24,80.19,85.54,94.79,85.99,84.62,92.4,67.54,84.43857142857144
233.0,bert-large-uncased,0,concat_mean_5_tokens_exclude_cls_and_sep_sumall,1,24,79.18,83.02,94.67,68.77,50.08,90.6,65.33,75.95
234.0,roberta-large,0,_cls-1,1,24,59.9,63.76,69.93,68.77,69.74,43.0,66.49,63.08428571428572
235.0,roberta-large,0,_mean-1,1,24,74.64,77.41,90.29,85.63,81.44,79.4,66.49,79.32857142857144
236.0,roberta-large,0,_mean_exclude_cls_sep-1,1,24,74.38,77.38,90.45,85.91,81.05,81.8,66.49,79.63714285714286
237.0,roberta-large,0,_concat_cls_with_mean-1,1,24,74.74,73.59,90.0,85.66,80.62,78.4,71.13,79.16285714285713
238.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-1,1,24,74.33,75.02,90.09,86.57,80.4,82.6,70.32,79.9042857142857
239.0,roberta-large,0,_concat_mean_3_tokens-1,1,24,75.57,78.17,91.39,87.07,81.22,84.8,66.96,80.74
240.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-1,1,24,75.95,78.09,91.45,86.47,80.01,83.4,64.93,80.04285714285713
241.0,roberta-large,0,_concat_mean_5_tokens-1,1,24,75.2,78.91,91.35,86.34,78.58,84.0,69.16,80.50571428571428
242.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-1,1,24,75.6,77.22,91.58,68.77,78.8,85.6,65.51,77.58285714285714
243.0,roberta-large,0,_cls-2,1,24,67.92,63.76,84.69,68.77,74.68,50.8,66.49,68.15857142857143
244.0,roberta-large,0,_mean-2,1,24,74.12,76.85,90.38,85.88,81.71,82.0,71.54,80.35428571428572
245.0,roberta-large,0,_mean_exclude_cls_sep-2,1,24,74.38,77.7,90.39,86.09,81.82,84.2,70.72,80.75714285714285
246.0,roberta-large,0,_concat_cls_with_mean-2,1,24,74.16,72.98,90.09,85.81,81.11,79.4,70.49,79.14857142857143
247.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-2,1,24,74.13,73.54,90.32,86.33,80.89,81.0,70.96,79.59571428571428
248.0,roberta-large,0,_concat_mean_3_tokens-2,1,24,75.87,76.69,91.01,87.22,81.11,85.0,67.13,80.57571428571428
249.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-2,1,24,75.72,77.11,90.9,86.34,80.51,84.4,66.49,80.21000000000001
250.0,roberta-large,0,_concat_mean_5_tokens-2,1,24,74.3,78.59,91.5,86.4,80.07,84.4,67.71,80.42428571428572
251.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-2,1,24,75.46,77.51,91.8,68.77,78.8,85.4,65.33,77.58142857142857
252.0,roberta-large,0,_cls-3,1,24,67.01,63.76,82.96,68.77,73.48,40.6,66.49,66.15285714285714
253.0,roberta-large,0,_mean-3,1,24,73.89,76.37,90.67,86.26,82.48,83.0,66.49,79.88
254.0,roberta-large,0,_mean_exclude_cls_sep-3,1,24,75.33,77.09,90.47,86.37,81.27,85.8,71.59,81.13142857142857
255.0,roberta-large,0,_concat_cls_with_mean-3,1,24,74.46,75.26,90.48,86.06,81.88,77.6,72.06,79.68571428571428
256.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-3,1,24,74.65,75.36,90.71,86.63,82.7,85.8,70.9,80.96428571428571
257.0,roberta-large,0,_concat_mean_3_tokens-3,1,24,76.22,76.98,91.54,87.45,81.22,86.0,66.43,80.8342857142857
258.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-3,1,24,75.69,78.07,91.72,86.57,80.83,83.6,66.43,80.41571428571426
259.0,roberta-large,0,_concat_mean_5_tokens-3,1,24,75.77,76.4,92.19,86.63,80.51,86.2,67.3,80.71428571428571
260.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-3,1,24,76.26,77.62,92.06,68.77,80.07,86.6,68.99,78.62428571428572
261.0,roberta-large,0,_cls-4,1,24,64.82,63.76,81.75,68.77,72.54,39.6,66.49,65.39
262.0,roberta-large,0,_mean-4,1,24,76.4,77.78,90.94,86.78,83.86,87.6,72.58,82.27714285714286
263.0,roberta-large,0,_mean_exclude_cls_sep-4,1,24,76.58,78.31,91.12,87.35,83.09,87.8,72.35,82.37142857142858
264.0,roberta-large,0,_concat_cls_with_mean-4,1,24,76.22,75.42,91.09,87.29,82.1,85.6,68.12,80.83428571428571
265.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-4,1,24,76.32,74.97,91.16,87.84,82.87,87.4,70.26,81.54571428571428
266.0,roberta-large,0,_concat_mean_3_tokens-4,1,24,76.91,79.68,92.5,88.18,82.32,87.2,67.01,81.97142857142856
267.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-4,1,24,77.73,77.77,92.56,87.01,81.71,86.4,66.78,81.42285714285713
268.0,roberta-large,0,_concat_mean_5_tokens-4,1,24,76.98,78.09,92.66,87.39,81.49,86.0,65.45,81.15142857142858
269.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-4,1,24,77.15,78.23,92.4,68.77,80.12,87.8,66.49,78.70857142857143
270.0,roberta-large,0,_cls-5,1,24,68.45,65.09,86.8,68.77,76.88,44.0,66.14,68.01857142857143
271.0,roberta-large,0,_mean-5,1,24,78.06,79.76,91.71,87.96,84.68,88.8,71.71,83.24
272.0,roberta-large,0,_mean_exclude_cls_sep-5,1,24,78.01,79.87,91.75,88.24,84.35,88.0,71.42,83.09142857142857
273.0,roberta-large,0,_concat_cls_with_mean-5,1,24,77.58,76.0,92.06,88.12,84.62,90.2,71.59,82.88142857142857
274.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-5,1,24,77.98,75.89,92.19,88.26,84.51,88.4,71.77,82.71428571428571
275.0,roberta-large,0,_concat_mean_3_tokens-5,1,24,78.94,78.99,92.9,88.39,83.09,88.4,68.29,82.71428571428571
276.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-5,1,24,79.01,80.53,92.75,87.62,83.31,87.8,68.17,82.74142857142859
277.0,roberta-large,0,_concat_mean_5_tokens-5,1,24,78.32,80.27,93.34,88.05,82.54,87.6,67.25,82.48142857142857
278.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-5,1,24,77.64,79.84,93.4,68.77,82.26,89.2,65.57,79.5257142857143
279.0,roberta-large,0,_cls-6,1,24,68.06,63.84,84.22,68.77,76.0,40.2,66.43,66.78857142857143
280.0,roberta-large,0,_mean-6,1,24,78.18,80.74,92.4,87.46,84.4,89.8,72.87,83.69285714285715
281.0,roberta-large,0,_mean_exclude_cls_sep-6,1,24,78.77,80.47,92.58,88.37,84.95,89.2,72.87,83.88714285714286
282.0,roberta-large,0,_concat_cls_with_mean-6,1,24,79.13,79.23,92.62,88.05,83.91,89.0,69.57,83.07285714285715
283.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-6,1,24,79.29,78.91,93.0,88.71,84.84,89.2,69.16,83.30142857142857
284.0,roberta-large,0,_concat_mean_3_tokens-6,1,24,79.92,80.82,93.49,88.83,82.48,87.8,69.39,83.24714285714286
285.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-6,1,24,79.95,80.61,93.31,88.08,83.31,87.8,69.22,83.18285714285715
286.0,roberta-large,0,_concat_mean_5_tokens-6,1,24,79.68,81.83,93.3,87.88,82.32,90.0,69.04,83.43571428571428
287.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-6,1,24,79.16,81.51,93.88,68.77,82.92,90.6,66.32,80.45142857142858
288.0,roberta-large,0,_cls-7,1,24,68.07,63.76,87.58,68.77,76.94,41.8,66.49,67.63
289.0,roberta-large,0,_mean-7,1,24,79.56,81.32,92.62,88.31,85.56,87.8,73.28,84.0642857142857
290.0,roberta-large,0,_mean_exclude_cls_sep-7,1,24,79.64,82.44,93.3,88.72,85.61,88.6,71.94,84.32142857142857
291.0,roberta-large,0,_concat_cls_with_mean-7,1,24,80.01,80.56,93.4,88.91,84.68,87.6,69.45,83.51571428571428
292.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-7,1,24,79.27,81.48,93.46,89.07,86.22,88.4,71.77,84.23857142857142
293.0,roberta-large,0,_concat_mean_3_tokens-7,1,24,79.75,83.21,93.86,89.56,84.35,88.0,69.1,83.97571428571429
294.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-7,1,24,80.75,83.68,93.76,88.35,83.64,88.8,68.12,83.87142857142855
295.0,roberta-large,0,_concat_mean_5_tokens-7,1,24,80.12,82.86,94.34,88.6,83.53,88.4,68.35,83.74285714285715
296.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-7,1,24,79.96,83.84,94.45,68.77,83.75,90.8,69.51,81.58285714285715
297.0,roberta-large,0,_cls-8,1,24,70.18,63.76,86.17,68.77,78.53,40.0,67.07,67.78285714285714
298.0,roberta-large,0,_mean-8,1,24,80.92,83.21,93.72,89.15,87.04,90.0,74.14,85.4542857142857
299.0,roberta-large,0,_mean_exclude_cls_sep-8,1,24,80.72,83.82,93.93,89.13,86.49,88.6,73.45,85.16285714285716
300.0,roberta-large,0,_concat_cls_with_mean-8,1,24,80.29,81.62,93.82,88.84,87.1,89.6,71.01,84.61142857142859
301.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-8,1,24,80.72,80.95,93.84,89.66,86.99,90.4,71.94,84.92857142857143
302.0,roberta-large,0,_concat_mean_3_tokens-8,1,24,81.74,83.12,94.57,89.69,84.68,89.2,67.88,84.41142857142857
303.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-8,1,24,81.79,84.32,94.71,89.17,84.9,90.6,67.83,84.76
304.0,roberta-large,0,_concat_mean_5_tokens-8,1,24,81.37,84.56,94.86,89.22,85.89,89.2,67.25,84.62142857142858
305.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-8,1,24,81.5,85.22,95.02,68.77,85.72,91.2,65.86,81.89857142857143
306.0,roberta-large,0,_cls-9,1,24,66.8,63.76,86.53,68.77,77.76,42.6,66.72,67.56285714285715
307.0,roberta-large,0,_mean-9,1,24,81.12,82.28,94.32,89.16,88.74,90.4,72.06,85.43999999999998
308.0,roberta-large,0,_mean_exclude_cls_sep-9,1,24,81.11,83.76,94.33,89.26,88.74,89.6,73.22,85.71714285714286
309.0,roberta-large,0,_concat_cls_with_mean-9,1,24,81.51,80.82,94.45,88.94,89.02,88.8,72.99,85.21857142857142
310.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-9,1,24,81.87,81.03,94.33,89.35,88.74,90.2,73.33,85.55000000000003
311.0,roberta-large,0,_concat_mean_3_tokens-9,1,24,82.44,84.32,95.15,89.7,86.93,89.0,68.0,85.07714285714285
312.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-9,1,24,82.26,84.05,95.02,89.08,86.88,89.2,63.65,84.30571428571429
313.0,roberta-large,0,_concat_mean_5_tokens-9,1,24,81.97,84.13,95.34,88.92,86.88,89.4,67.19,84.83285714285714
314.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-9,1,24,81.91,85.48,95.13,68.77,87.04,92.0,61.22,81.64999999999999
315.0,roberta-large,0,_cls-10,1,24,72.1,63.76,88.33,68.77,81.27,44.0,66.78,69.28714285714285
316.0,roberta-large,0,_mean-10,1,24,82.13,85.09,94.0,89.33,89.46,92.6,74.14,86.67857142857143
317.0,roberta-large,0,_mean_exclude_cls_sep-10,1,24,82.0,84.59,94.03,89.86,89.57,92.4,74.2,86.66428571428573
318.0,roberta-large,0,_concat_cls_with_mean-10,1,24,81.56,80.64,94.2,89.23,89.02,93.0,73.62,85.89571428571428
319.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-10,1,24,81.64,82.33,94.24,90.14,89.51,93.2,72.35,86.20142857142856
320.0,roberta-large,0,_concat_mean_3_tokens-10,1,24,83.18,85.93,94.99,90.16,87.42,90.2,68.81,85.81285714285715
321.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-10,1,24,83.07,86.33,95.05,89.67,88.03,90.6,68.7,85.92142857142858
322.0,roberta-large,0,_concat_mean_5_tokens-10,1,24,83.18,86.6,95.26,89.43,88.03,91.0,64.0,85.35714285714286
323.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-10,1,24,83.3,87.15,95.26,68.77,87.86,93.0,62.96,82.61428571428571
324.0,roberta-large,0,_cls-11,1,24,74.02,63.76,88.54,68.77,81.49,42.2,66.55,69.33285714285714
325.0,roberta-large,0,_mean-11,1,24,82.81,87.28,94.38,89.15,89.84,92.6,74.38,87.2057142857143
326.0,roberta-large,0,_mean_exclude_cls_sep-11,1,24,82.91,87.55,94.57,89.78,90.06,92.8,73.86,87.36142857142856
327.0,roberta-large,0,_concat_cls_with_mean-11,1,24,82.93,85.64,94.71,89.55,89.68,92.4,69.86,86.39571428571428
328.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-11,1,24,83.3,85.72,94.65,89.75,90.17,93.0,70.03,86.65999999999998
329.0,roberta-large,0,_concat_mean_3_tokens-11,1,24,84.19,86.7,95.24,90.23,89.02,91.0,68.0,86.34
330.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-11,1,24,84.05,86.54,95.57,89.72,88.63,91.8,68.23,86.36285714285714
331.0,roberta-large,0,_concat_mean_5_tokens-11,1,24,83.28,88.61,95.7,89.71,88.69,91.4,67.42,86.40142857142857
332.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-11,1,24,83.22,88.56,95.7,68.77,87.86,93.0,64.46,83.08142857142857
333.0,roberta-large,0,_cls-12,1,24,72.27,63.76,87.33,68.77,82.26,44.2,66.78,69.33857142857143
334.0,roberta-large,0,_mean-12,1,24,83.88,88.16,94.32,89.59,90.66,91.8,73.16,87.36714285714285
335.0,roberta-large,0,_mean_exclude_cls_sep-12,1,24,84.12,88.45,94.7,89.63,90.61,92.4,71.42,87.33285714285714
336.0,roberta-large,0,_concat_cls_with_mean-12,1,24,83.46,86.28,94.65,89.77,90.66,92.6,73.16,87.22571428571428
337.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-12,1,24,84.39,86.36,94.68,89.84,90.61,93.2,72.87,87.42142857142858
338.0,roberta-large,0,_concat_mean_3_tokens-12,1,24,84.18,88.8,95.8,90.29,89.73,92.8,68.23,87.11857142857143
339.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-12,1,24,84.71,89.08,95.62,89.78,89.62,92.8,68.17,87.11142857142855
340.0,roberta-large,0,_concat_mean_5_tokens-12,1,24,84.69,88.64,96.09,89.85,89.73,91.6,67.59,86.88428571428572
341.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-12,1,24,84.81,89.32,95.93,68.77,89.68,94.0,66.96,84.21000000000001
342.0,roberta-large,0,_cls-13,1,24,69.11,63.76,86.23,68.77,82.76,38.8,67.13,68.08
343.0,roberta-large,0,_mean-13,1,24,84.85,87.95,94.55,89.69,92.09,92.4,74.38,87.98714285714286
344.0,roberta-large,0,_mean_exclude_cls_sep-13,1,24,85.11,89.43,94.78,89.63,91.87,92.6,73.57,88.14142857142858
345.0,roberta-large,0,_concat_cls_with_mean-13,1,24,84.96,87.71,94.79,89.59,92.15,93.2,71.65,87.72142857142856
346.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-13,1,24,84.91,88.13,94.7,90.08,92.2,93.6,72.52,88.02
347.0,roberta-large,0,_concat_mean_3_tokens-13,1,24,84.73,90.04,95.52,90.54,91.54,93.0,69.04,87.77285714285715
348.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-13,1,24,85.54,89.94,95.51,89.64,91.27,93.4,68.64,87.70571428571428
349.0,roberta-large,0,_concat_mean_5_tokens-13,1,24,85.36,90.41,95.92,89.71,91.05,91.0,64.46,86.84428571428573
350.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-13,1,24,85.54,89.64,95.86,68.77,90.72,94.4,63.13,84.00857142857141
351.0,roberta-large,0,_cls-14,1,24,71.61,63.76,83.67,68.77,84.95,40.2,67.01,68.56714285714285
352.0,roberta-large,0,_mean-14,1,24,85.79,88.82,94.94,89.19,92.04,93.4,74.72,88.41428571428573
353.0,roberta-large,0,_mean_exclude_cls_sep-14,1,24,85.55,88.93,95.09,89.36,92.09,93.0,75.59,88.51571428571431
354.0,roberta-large,0,_concat_cls_with_mean-14,1,24,85.42,86.54,94.83,89.49,92.04,92.0,74.49,87.83000000000001
355.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-14,1,24,85.3,88.26,94.55,89.64,92.2,93.2,74.78,88.27571428571427
356.0,roberta-large,0,_concat_mean_3_tokens-14,1,24,85.88,89.93,95.58,90.02,91.49,93.0,69.39,87.89857142857143
357.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-14,1,24,86.32,89.67,95.81,89.72,91.05,94.4,68.64,87.94428571428571
358.0,roberta-large,0,_concat_mean_5_tokens-14,1,24,86.31,89.83,96.24,89.42,91.6,90.6,64.93,86.99000000000001
359.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-14,1,24,86.15,89.86,96.08,68.77,91.21,93.8,63.25,84.15999999999998
360.0,roberta-large,0,_cls-15,1,24,67.46,63.76,79.59,68.76,77.76,40.0,66.49,66.26
361.0,roberta-large,0,_mean-15,1,24,86.16,88.93,94.81,89.37,92.37,92.4,74.9,88.41999999999999
362.0,roberta-large,0,_mean_exclude_cls_sep-15,1,24,86.18,89.51,94.6,89.93,92.81,92.8,74.43,88.60857142857142
363.0,roberta-large,0,_concat_cls_with_mean-15,1,24,85.92,88.37,94.78,89.13,92.53,92.6,71.71,87.86285714285715
364.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-15,1,24,85.91,88.82,95.15,89.62,92.64,93.8,74.55,88.64142857142856
365.0,roberta-large,0,_concat_mean_3_tokens-15,1,24,86.54,89.67,95.59,90.03,91.05,91.4,67.83,87.44428571428573
366.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-15,1,24,86.47,88.98,96.06,89.7,91.32,93.0,67.07,87.5142857142857
367.0,roberta-large,0,_concat_mean_5_tokens-15,1,24,86.58,89.25,95.78,89.43,90.77,90.8,68.06,87.23857142857143
368.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-15,1,24,86.49,90.38,96.18,68.77,90.99,95.6,64.23,84.66285714285713
369.0,roberta-large,0,_cls-16,1,24,79.04,63.74,87.79,68.76,85.83,37.4,66.49,69.86428571428571
370.0,roberta-large,0,_mean-16,1,24,86.05,89.75,94.62,89.07,92.86,92.0,75.36,88.53
371.0,roberta-large,0,_mean_exclude_cls_sep-16,1,24,86.13,89.64,94.64,89.13,92.59,91.6,75.25,88.42571428571429
372.0,roberta-large,0,_concat_cls_with_mean-16,1,24,85.97,89.01,95.0,88.78,92.97,92.8,71.25,87.96857142857142
373.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-16,1,24,86.27,89.22,95.06,89.54,93.25,93.0,72.46,88.4
374.0,roberta-large,0,_concat_mean_3_tokens-16,1,24,86.57,89.72,95.67,90.45,92.04,92.8,68.64,87.98428571428572
375.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-16,1,24,86.68,89.06,95.74,89.46,92.31,93.2,68.0,87.77857142857144
376.0,roberta-large,0,_concat_mean_5_tokens-16,1,24,87.12,90.76,95.58,89.39,92.04,90.0,69.51,87.77142857142857
