Unnamed: 0;Modelo;nhid;Pooling;epochs;qtd_layers;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg_without_SST5
168,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-19;1,00;24,00;83,99;89,19;95,57;88,07;87,48;94,60;68,93;86,83
169,00;bert-large-uncased;0,00;_concat_mean_5_tokens-19;1,00;24,00;84,13;88,48;95,69;87,57;88,08;93,80;69,68;86,78
170,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-19;1,00;24,00;83,82;88,77;95,31;68,77;50,08;94,60;65,86;78,17
171,00;bert-large-uncased;0,00;_cls-20;1,00;24,00;85,16;88,13;95,25;86,60;90,17;91,00;73,91;87,17
172,00;bert-large-uncased;0,00;_mean-20;1,00;24,00;84,15;88,79;95,43;86,90;90,28;90,80;74,61;87,28
173,00;bert-large-uncased;0,00;_mean_exclude_cls_sep-20;1,00;24,00;83,96;88,19;95,17;88,12;89,51;92,00;74,55;87,36
174,00;bert-large-uncased;0,00;_concat_cls_with_mean-20;1,00;24,00;85,64;88,61;96,02;87,09;91,38;93,00;75,13;88,12
175,00;bert-large-uncased;0,00;_concat_cls_with_mean_exclude_cls_sep-20;1,00;24,00;85,99;88,79;95,99;88,28;91,16;93,80;75,01;88,43
176,00;bert-large-uncased;0,00;_concat_mean_3_tokens-20;1,00;24,00;84,42;89,40;95,17;88,03;88,14;93,20;71,07;87,06
177,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-20;1,00;24,00;84,38;89,03;95,31;87,89;88,14;94,40;70,55;87,10
178,00;bert-large-uncased;0,00;_concat_mean_5_tokens-20;1,00;24,00;84,34;89,19;95,74;87,55;88,69;93,80;68,12;86,78
179,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-20;1,00;24,00;84,19;88,98;95,67;68,77;50,08;94,60;69,28;78,80
180,00;bert-large-uncased;0,00;_cls-21;1,00;24,00;85,54;88,11;95,81;85,96;90,50;88,20;73,22;86,76
181,00;bert-large-uncased;0,00;_mean-21;1,00;24,00;83,45;87,52;94,61;86,24;90,01;89,00;73,04;86,27
182,00;bert-large-uncased;0,00;_mean_exclude_cls_sep-21;1,00;24,00;83,17;87,66;94,63;87,10;89,40;87,20;74,32;86,21
183,00;bert-large-uncased;0,00;_concat_cls_with_mean-21;1,00;24,00;85,90;88,77;96,00;86,64;91,21;91,40;73,97;87,70
184,00;bert-large-uncased;0,00;_concat_cls_with_mean_exclude_cls_sep-21;1,00;24,00;85,94;88,74;96,19;87,35;91,43;92,00;74,09;87,96
185,00;bert-large-uncased;0,00;_concat_mean_3_tokens-21;1,00;24,00;84,74;89,59;95,19;87,38;88,36;93,40;70,72;87,05
186,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-21;1,00;24,00;84,06;89,03;95,09;87,56;87,53;93,00;70,03;86,61
187,00;bert-large-uncased;0,00;_concat_mean_5_tokens-21;1,00;24,00;84,50;89,30;95,53;86,53;87,81;93,60;69,28;86,65
188,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-21;1,00;24,00;84,04;88,40;95,34;68,77;50,08;94,60;68,58;78,54
189,00;bert-large-uncased;0,00;_cls-22;1,00;24,00;85,68;87,92;95,98;85,65;91,10;88,20;73,10;86,80
190,00;bert-large-uncased;0,00;_mean-22;1,00;24,00;83,20;87,89;95,01;86,19;90,01;86,80;72,81;85,99
191,00;bert-large-uncased;0,00;_mean_exclude_cls_sep-22;1,00;24,00;83,02;86,97;94,99;86,92;88,47;86,40;72,41;85,60
192,00;bert-large-uncased;0,00;_concat_cls_with_mean-22;1,00;24,00;85,97;89,19;96,09;86,58;91,21;90,60;72,64;87,47
193,00;bert-large-uncased;0,00;_concat_cls_with_mean_exclude_cls_sep-22;1,00;24,00;86,14;89,69;95,81;87,35;91,76;90,60;74,09;87,92
194,00;bert-large-uncased;0,00;_concat_mean_3_tokens-22;1,00;24,00;84,59;89,30;95,21;87,29;88,03;93,80;70,26;86,93
195,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-22;1,00;24,00;84,05;88,64;95,29;87,18;87,42;93,00;68,99;86,37
196,00;bert-large-uncased;0,00;_concat_mean_5_tokens-22;1,00;24,00;84,82;89,40;95,48;87,36;88,30;92,80;67,48;86,52
197,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-22;1,00;24,00;83,87;88,37;95,72;68,77;50,08;93,60;67,25;78,24
198,00;bert-large-uncased;0,00;_cls-23;1,00;24,00;85,54;88,90;95,79;85,60;90,77;90,40;69,45;86,64
199,00;bert-large-uncased;0,00;_mean-23;1,00;24,00;82,77;87,55;94,79;86,09;89,51;85,80;71,77;85,47
200,00;bert-large-uncased;0,00;_mean_exclude_cls_sep-23;1,00;24,00;82,53;86,57;94,86;86,72;88,36;87,60;71,54;85,45
201,00;bert-large-uncased;0,00;_concat_cls_with_mean-23;1,00;24,00;86,11;89,75;95,90;86,26;91,32;91,80;71,71;87,55
202,00;bert-large-uncased;0,00;_concat_cls_with_mean_exclude_cls_sep-23;1,00;24,00;86,19;89,78;95,78;87,06;91,65;91,80;71,94;87,74
203,00;bert-large-uncased;0,00;_concat_mean_3_tokens-23;1,00;24,00;84,17;89,19;95,54;87,11;87,86;92,40;69,97;86,61
204,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-23;1,00;24,00;83,33;87,23;95,18;87,29;87,31;92,60;67,71;85,81
205,00;bert-large-uncased;0,00;_concat_mean_5_tokens-23;1,00;24,00;84,50;89,38;95,67;87,35;88,25;93,40;67,48;86,58
206,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-23;1,00;24,00;83,38;88,08;95,57;68,77;50,08;94,40;66,43;78,10
207,00;bert-large-uncased;0,00;_cls-24;1,00;24,00;85,27;86,49;94,96;84,64;90,72;85,40;69,91;85,34
208,00;bert-large-uncased;0,00;_mean-24;1,00;24,00;82,42;85,88;94,53;84,81;89,02;81,00;72,75;84,34
209,00;bert-large-uncased;0,00;_mean_exclude_cls_sep-24;1,00;24,00;82,10;84,95;94,38;85,59;88,91;81,20;72,29;84,20
210,00;bert-large-uncased;0,00;_concat_cls_with_mean-24;1,00;24,00;85,81;88,87;95,62;85,69;91,16;90,20;73,39;87,25
211,00;bert-large-uncased;0,00;_concat_cls_with_mean_exclude_cls_sep-24;1,00;24,00;85,60;88,87;95,39;86,49;90,99;90,00;68,93;86,61
212,00;bert-large-uncased;0,00;_concat_mean_3_tokens-24;1,00;24,00;83,43;88,40;94,43;86,58;88,63;88,80;69,33;85,66
213,00;bert-large-uncased;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-24;1,00;24,00;82,55;86,73;94,57;86,54;87,10;85,00;68,00;84,36
214,00;bert-large-uncased;0,00;_concat_mean_5_tokens-24;1,00;24,00;83,45;87,68;94,98;86,88;88,14;91,20;67,88;85,74
215,00;bert-large-uncased;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-24;1,00;24,00;82,75;86,62;95,14;68,77;50,08;92,80;67,54;77,67
216,00;bert-large-uncased;0,00;cls_last4;1,00;24,00;84,83;88,40;95,88;85,61;91,05;91,00;67,42;86,31
217,00;bert-large-uncased;0,00;mean_last4;1,00;24,00;83,77;88,61;95,26;86,47;89,73;88,60;71,30;86,25
218,00;bert-large-uncased;0,00;mean_exclude_cls_sep_last4;1,00;24,00;83,91;87,52;95,22;86,64;89,29;91,80;71,25;86,52
219,00;bert-large-uncased;0,00;concat_cls_with_mean_last4;1,00;24,00;85,50;89,56;95,90;86,94;91,54;92,80;68,64;87,27
220,00;bert-large-uncased;0,00;concat_cls_with_mean_exclude_cls_sep_last4;1,00;24,00;85,71;89,54;96,08;87,39;91,65;91,80;68,35;87,22
221,00;bert-large-uncased;0,00;concat_mean_3_tokens_last4;1,00;24,00;84,34;88,88;95,30;87,25;87,86;93,40;67,88;86,42
222,00;bert-large-uncased;0,00;concat_mean_3_tokens_exclude_cls_and_sep_last4;1,00;24,00;83,61;88,45;95,14;86,78;87,48;94,80;67,83;86,30
223,00;bert-large-uncased;0,00;concat_mean_5_tokens_last4;1,00;24,00;84,36;88,69;95,48;86,33;88,47;92,60;66,55;86,07
224,00;bert-large-uncased;0,00;concat_mean_5_tokens_exclude_cls_and_sep_last4;1,00;24,00;83,43;87,79;95,57;68,77;50,08;93,60;68,29;78,22
225,00;bert-large-uncased;0,00;cls_sumall;1,00;24,00;82,54;86,17;95,19;86,26;90,12;85,00;65,57;84,41
226,00;bert-large-uncased;0,00;mean_sumall;1,00;24,00;82,83;85,75;94,81;87,62;88,25;92,60;68,99;85,84
227,00;bert-large-uncased;0,00;mean_exclude_cls_sep_sumall;1,00;24,00;82,36;85,72;94,47;86,86;86,77;90,20;70,32;85,24
228,00;bert-large-uncased;0,00;concat_cls_with_mean_sumall;1,00;24,00;84,41;88,34;95,33;87,06;90,66;92,40;69,22;86,77
229,00;bert-large-uncased;0,00;concat_cls_with_mean_exclude_cls_sep_sumall;1,00;24,00;83,83;87,87;95,34;86,85;90,77;91,80;69,16;86,52
230,00;bert-large-uncased;0,00;concat_mean_3_tokens_sumall;1,00;24,00;81,57;85,22;94,89;87,46;85,56;92,60;68,23;85,08
231,00;bert-large-uncased;0,00;concat_mean_3_tokens_exclude_cls_and_sep_sumall;1,00;24,00;81,40;84,40;94,66;86,93;84,90;91,60;68,93;84,69
232,00;bert-large-uncased;0,00;concat_mean_5_tokens_sumall;1,00;24,00;80,19;85,54;94,79;85,99;84,62;92,40;67,54;84,44
233,00;bert-large-uncased;0,00;concat_mean_5_tokens_exclude_cls_and_sep_sumall;1,00;24,00;79,18;83,02;94,67;68,77;50,08;90,60;65,33;75,95
234,00;roberta-large;0,00;_cls-1;1,00;24,00;59,90;63,76;69,93;68,77;69,74;43,00;66,49;63,08
235,00;roberta-large;0,00;_mean-1;1,00;24,00;74,64;77,41;90,29;85,63;81,44;79,40;66,49;79,33
236,00;roberta-large;0,00;_mean_exclude_cls_sep-1;1,00;24,00;74,38;77,38;90,45;85,91;81,05;81,80;66,49;79,64
237,00;roberta-large;0,00;_concat_cls_with_mean-1;1,00;24,00;74,74;73,59;90,00;85,66;80,62;78,40;71,13;79,16
238,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-1;1,00;24,00;74,33;75,02;90,09;86,57;80,40;82,60;70,32;79,90
239,00;roberta-large;0,00;_concat_mean_3_tokens-1;1,00;24,00;75,57;78,17;91,39;87,07;81,22;84,80;66,96;80,74
240,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-1;1,00;24,00;75,95;78,09;91,45;86,47;80,01;83,40;64,93;80,04
241,00;roberta-large;0,00;_concat_mean_5_tokens-1;1,00;24,00;75,20;78,91;91,35;86,34;78,58;84,00;69,16;80,51
242,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-1;1,00;24,00;75,60;77,22;91,58;68,77;78,80;85,60;65,51;77,58
243,00;roberta-large;0,00;_cls-2;1,00;24,00;67,92;63,76;84,69;68,77;74,68;50,80;66,49;68,16
244,00;roberta-large;0,00;_mean-2;1,00;24,00;74,12;76,85;90,38;85,88;81,71;82,00;71,54;80,35
245,00;roberta-large;0,00;_mean_exclude_cls_sep-2;1,00;24,00;74,38;77,70;90,39;86,09;81,82;84,20;70,72;80,76
246,00;roberta-large;0,00;_concat_cls_with_mean-2;1,00;24,00;74,16;72,98;90,09;85,81;81,11;79,40;70,49;79,15
247,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-2;1,00;24,00;74,13;73,54;90,32;86,33;80,89;81,00;70,96;79,60
248,00;roberta-large;0,00;_concat_mean_3_tokens-2;1,00;24,00;75,87;76,69;91,01;87,22;81,11;85,00;67,13;80,58
249,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-2;1,00;24,00;75,72;77,11;90,90;86,34;80,51;84,40;66,49;80,21
250,00;roberta-large;0,00;_concat_mean_5_tokens-2;1,00;24,00;74,30;78,59;91,50;86,40;80,07;84,40;67,71;80,42
251,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-2;1,00;24,00;75,46;77,51;91,80;68,77;78,80;85,40;65,33;77,58
252,00;roberta-large;0,00;_cls-3;1,00;24,00;67,01;63,76;82,96;68,77;73,48;40,60;66,49;66,15
253,00;roberta-large;0,00;_mean-3;1,00;24,00;73,89;76,37;90,67;86,26;82,48;83,00;66,49;79,88
254,00;roberta-large;0,00;_mean_exclude_cls_sep-3;1,00;24,00;75,33;77,09;90,47;86,37;81,27;85,80;71,59;81,13
255,00;roberta-large;0,00;_concat_cls_with_mean-3;1,00;24,00;74,46;75,26;90,48;86,06;81,88;77,60;72,06;79,69
256,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-3;1,00;24,00;74,65;75,36;90,71;86,63;82,70;85,80;70,90;80,96
257,00;roberta-large;0,00;_concat_mean_3_tokens-3;1,00;24,00;76,22;76,98;91,54;87,45;81,22;86,00;66,43;80,83
258,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-3;1,00;24,00;75,69;78,07;91,72;86,57;80,83;83,60;66,43;80,42
259,00;roberta-large;0,00;_concat_mean_5_tokens-3;1,00;24,00;75,77;76,40;92,19;86,63;80,51;86,20;67,30;80,71
260,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-3;1,00;24,00;76,26;77,62;92,06;68,77;80,07;86,60;68,99;78,62
261,00;roberta-large;0,00;_cls-4;1,00;24,00;64,82;63,76;81,75;68,77;72,54;39,60;66,49;65,39
262,00;roberta-large;0,00;_mean-4;1,00;24,00;76,40;77,78;90,94;86,78;83,86;87,60;72,58;82,28
263,00;roberta-large;0,00;_mean_exclude_cls_sep-4;1,00;24,00;76,58;78,31;91,12;87,35;83,09;87,80;72,35;82,37
264,00;roberta-large;0,00;_concat_cls_with_mean-4;1,00;24,00;76,22;75,42;91,09;87,29;82,10;85,60;68,12;80,83
265,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-4;1,00;24,00;76,32;74,97;91,16;87,84;82,87;87,40;70,26;81,55
266,00;roberta-large;0,00;_concat_mean_3_tokens-4;1,00;24,00;76,91;79,68;92,50;88,18;82,32;87,20;67,01;81,97
267,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-4;1,00;24,00;77,73;77,77;92,56;87,01;81,71;86,40;66,78;81,42
268,00;roberta-large;0,00;_concat_mean_5_tokens-4;1,00;24,00;76,98;78,09;92,66;87,39;81,49;86,00;65,45;81,15
269,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-4;1,00;24,00;77,15;78,23;92,40;68,77;80,12;87,80;66,49;78,71
270,00;roberta-large;0,00;_cls-5;1,00;24,00;68,45;65,09;86,80;68,77;76,88;44,00;66,14;68,02
271,00;roberta-large;0,00;_mean-5;1,00;24,00;78,06;79,76;91,71;87,96;84,68;88,80;71,71;83,24
272,00;roberta-large;0,00;_mean_exclude_cls_sep-5;1,00;24,00;78,01;79,87;91,75;88,24;84,35;88,00;71,42;83,09
273,00;roberta-large;0,00;_concat_cls_with_mean-5;1,00;24,00;77,58;76,00;92,06;88,12;84,62;90,20;71,59;82,88
274,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-5;1,00;24,00;77,98;75,89;92,19;88,26;84,51;88,40;71,77;82,71
275,00;roberta-large;0,00;_concat_mean_3_tokens-5;1,00;24,00;78,94;78,99;92,90;88,39;83,09;88,40;68,29;82,71
276,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-5;1,00;24,00;79,01;80,53;92,75;87,62;83,31;87,80;68,17;82,74
277,00;roberta-large;0,00;_concat_mean_5_tokens-5;1,00;24,00;78,32;80,27;93,34;88,05;82,54;87,60;67,25;82,48
278,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-5;1,00;24,00;77,64;79,84;93,40;68,77;82,26;89,20;65,57;79,53
279,00;roberta-large;0,00;_cls-6;1,00;24,00;68,06;63,84;84,22;68,77;76,00;40,20;66,43;66,79
280,00;roberta-large;0,00;_mean-6;1,00;24,00;78,18;80,74;92,40;87,46;84,40;89,80;72,87;83,69
281,00;roberta-large;0,00;_mean_exclude_cls_sep-6;1,00;24,00;78,77;80,47;92,58;88,37;84,95;89,20;72,87;83,89
282,00;roberta-large;0,00;_concat_cls_with_mean-6;1,00;24,00;79,13;79,23;92,62;88,05;83,91;89,00;69,57;83,07
283,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-6;1,00;24,00;79,29;78,91;93,00;88,71;84,84;89,20;69,16;83,30
284,00;roberta-large;0,00;_concat_mean_3_tokens-6;1,00;24,00;79,92;80,82;93,49;88,83;82,48;87,80;69,39;83,25
285,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-6;1,00;24,00;79,95;80,61;93,31;88,08;83,31;87,80;69,22;83,18
286,00;roberta-large;0,00;_concat_mean_5_tokens-6;1,00;24,00;79,68;81,83;93,30;87,88;82,32;90,00;69,04;83,44
287,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-6;1,00;24,00;79,16;81,51;93,88;68,77;82,92;90,60;66,32;80,45
288,00;roberta-large;0,00;_cls-7;1,00;24,00;68,07;63,76;87,58;68,77;76,94;41,80;66,49;67,63
289,00;roberta-large;0,00;_mean-7;1,00;24,00;79,56;81,32;92,62;88,31;85,56;87,80;73,28;84,06
290,00;roberta-large;0,00;_mean_exclude_cls_sep-7;1,00;24,00;79,64;82,44;93,30;88,72;85,61;88,60;71,94;84,32
291,00;roberta-large;0,00;_concat_cls_with_mean-7;1,00;24,00;80,01;80,56;93,40;88,91;84,68;87,60;69,45;83,52
292,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-7;1,00;24,00;79,27;81,48;93,46;89,07;86,22;88,40;71,77;84,24
293,00;roberta-large;0,00;_concat_mean_3_tokens-7;1,00;24,00;79,75;83,21;93,86;89,56;84,35;88,00;69,10;83,98
294,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-7;1,00;24,00;80,75;83,68;93,76;88,35;83,64;88,80;68,12;83,87
295,00;roberta-large;0,00;_concat_mean_5_tokens-7;1,00;24,00;80,12;82,86;94,34;88,60;83,53;88,40;68,35;83,74
296,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-7;1,00;24,00;79,96;83,84;94,45;68,77;83,75;90,80;69,51;81,58
297,00;roberta-large;0,00;_cls-8;1,00;24,00;70,18;63,76;86,17;68,77;78,53;40,00;67,07;67,78
298,00;roberta-large;0,00;_mean-8;1,00;24,00;80,92;83,21;93,72;89,15;87,04;90,00;74,14;85,45
299,00;roberta-large;0,00;_mean_exclude_cls_sep-8;1,00;24,00;80,72;83,82;93,93;89,13;86,49;88,60;73,45;85,16
300,00;roberta-large;0,00;_concat_cls_with_mean-8;1,00;24,00;80,29;81,62;93,82;88,84;87,10;89,60;71,01;84,61
301,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-8;1,00;24,00;80,72;80,95;93,84;89,66;86,99;90,40;71,94;84,93
302,00;roberta-large;0,00;_concat_mean_3_tokens-8;1,00;24,00;81,74;83,12;94,57;89,69;84,68;89,20;67,88;84,41
303,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-8;1,00;24,00;81,79;84,32;94,71;89,17;84,90;90,60;67,83;84,76
304,00;roberta-large;0,00;_concat_mean_5_tokens-8;1,00;24,00;81,37;84,56;94,86;89,22;85,89;89,20;67,25;84,62
305,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-8;1,00;24,00;81,50;85,22;95,02;68,77;85,72;91,20;65,86;81,90
306,00;roberta-large;0,00;_cls-9;1,00;24,00;66,80;63,76;86,53;68,77;77,76;42,60;66,72;67,56
307,00;roberta-large;0,00;_mean-9;1,00;24,00;81,12;82,28;94,32;89,16;88,74;90,40;72,06;85,44
308,00;roberta-large;0,00;_mean_exclude_cls_sep-9;1,00;24,00;81,11;83,76;94,33;89,26;88,74;89,60;73,22;85,72
309,00;roberta-large;0,00;_concat_cls_with_mean-9;1,00;24,00;81,51;80,82;94,45;88,94;89,02;88,80;72,99;85,22
310,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-9;1,00;24,00;81,87;81,03;94,33;89,35;88,74;90,20;73,33;85,55
311,00;roberta-large;0,00;_concat_mean_3_tokens-9;1,00;24,00;82,44;84,32;95,15;89,70;86,93;89,00;68,00;85,08
312,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-9;1,00;24,00;82,26;84,05;95,02;89,08;86,88;89,20;63,65;84,31
313,00;roberta-large;0,00;_concat_mean_5_tokens-9;1,00;24,00;81,97;84,13;95,34;88,92;86,88;89,40;67,19;84,83
314,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-9;1,00;24,00;81,91;85,48;95,13;68,77;87,04;92,00;61,22;81,65
315,00;roberta-large;0,00;_cls-10;1,00;24,00;72,10;63,76;88,33;68,77;81,27;44,00;66,78;69,29
316,00;roberta-large;0,00;_mean-10;1,00;24,00;82,13;85,09;94,00;89,33;89,46;92,60;74,14;86,68
317,00;roberta-large;0,00;_mean_exclude_cls_sep-10;1,00;24,00;82,00;84,59;94,03;89,86;89,57;92,40;74,20;86,66
318,00;roberta-large;0,00;_concat_cls_with_mean-10;1,00;24,00;81,56;80,64;94,20;89,23;89,02;93,00;73,62;85,90
319,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-10;1,00;24,00;81,64;82,33;94,24;90,14;89,51;93,20;72,35;86,20
320,00;roberta-large;0,00;_concat_mean_3_tokens-10;1,00;24,00;83,18;85,93;94,99;90,16;87,42;90,20;68,81;85,81
321,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-10;1,00;24,00;83,07;86,33;95,05;89,67;88,03;90,60;68,70;85,92
322,00;roberta-large;0,00;_concat_mean_5_tokens-10;1,00;24,00;83,18;86,60;95,26;89,43;88,03;91,00;64,00;85,36
323,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-10;1,00;24,00;83,30;87,15;95,26;68,77;87,86;93,00;62,96;82,61
324,00;roberta-large;0,00;_cls-11;1,00;24,00;74,02;63,76;88,54;68,77;81,49;42,20;66,55;69,33
325,00;roberta-large;0,00;_mean-11;1,00;24,00;82,81;87,28;94,38;89,15;89,84;92,60;74,38;87,21
326,00;roberta-large;0,00;_mean_exclude_cls_sep-11;1,00;24,00;82,91;87,55;94,57;89,78;90,06;92,80;73,86;87,36
327,00;roberta-large;0,00;_concat_cls_with_mean-11;1,00;24,00;82,93;85,64;94,71;89,55;89,68;92,40;69,86;86,40
328,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-11;1,00;24,00;83,30;85,72;94,65;89,75;90,17;93,00;70,03;86,66
329,00;roberta-large;0,00;_concat_mean_3_tokens-11;1,00;24,00;84,19;86,70;95,24;90,23;89,02;91,00;68,00;86,34
330,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-11;1,00;24,00;84,05;86,54;95,57;89,72;88,63;91,80;68,23;86,36
331,00;roberta-large;0,00;_concat_mean_5_tokens-11;1,00;24,00;83,28;88,61;95,70;89,71;88,69;91,40;67,42;86,40
332,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-11;1,00;24,00;83,22;88,56;95,70;68,77;87,86;93,00;64,46;83,08
333,00;roberta-large;0,00;_cls-12;1,00;24,00;72,27;63,76;87,33;68,77;82,26;44,20;66,78;69,34
334,00;roberta-large;0,00;_mean-12;1,00;24,00;83,88;88,16;94,32;89,59;90,66;91,80;73,16;87,37
335,00;roberta-large;0,00;_mean_exclude_cls_sep-12;1,00;24,00;84,12;88,45;94,70;89,63;90,61;92,40;71,42;87,33
336,00;roberta-large;0,00;_concat_cls_with_mean-12;1,00;24,00;83,46;86,28;94,65;89,77;90,66;92,60;73,16;87,23
337,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-12;1,00;24,00;84,39;86,36;94,68;89,84;90,61;93,20;72,87;87,42
338,00;roberta-large;0,00;_concat_mean_3_tokens-12;1,00;24,00;84,18;88,80;95,80;90,29;89,73;92,80;68,23;87,12
339,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-12;1,00;24,00;84,71;89,08;95,62;89,78;89,62;92,80;68,17;87,11
340,00;roberta-large;0,00;_concat_mean_5_tokens-12;1,00;24,00;84,69;88,64;96,09;89,85;89,73;91,60;67,59;86,88
341,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-12;1,00;24,00;84,81;89,32;95,93;68,77;89,68;94,00;66,96;84,21
342,00;roberta-large;0,00;_cls-13;1,00;24,00;69,11;63,76;86,23;68,77;82,76;38,80;67,13;68,08
343,00;roberta-large;0,00;_mean-13;1,00;24,00;84,85;87,95;94,55;89,69;92,09;92,40;74,38;87,99
344,00;roberta-large;0,00;_mean_exclude_cls_sep-13;1,00;24,00;85,11;89,43;94,78;89,63;91,87;92,60;73,57;88,14
345,00;roberta-large;0,00;_concat_cls_with_mean-13;1,00;24,00;84,96;87,71;94,79;89,59;92,15;93,20;71,65;87,72
346,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-13;1,00;24,00;84,91;88,13;94,70;90,08;92,20;93,60;72,52;88,02
347,00;roberta-large;0,00;_concat_mean_3_tokens-13;1,00;24,00;84,73;90,04;95,52;90,54;91,54;93,00;69,04;87,77
348,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-13;1,00;24,00;85,54;89,94;95,51;89,64;91,27;93,40;68,64;87,71
349,00;roberta-large;0,00;_concat_mean_5_tokens-13;1,00;24,00;85,36;90,41;95,92;89,71;91,05;91,00;64,46;86,84
350,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-13;1,00;24,00;85,54;89,64;95,86;68,77;90,72;94,40;63,13;84,01
351,00;roberta-large;0,00;_cls-14;1,00;24,00;71,61;63,76;83,67;68,77;84,95;40,20;67,01;68,57
352,00;roberta-large;0,00;_mean-14;1,00;24,00;85,79;88,82;94,94;89,19;92,04;93,40;74,72;88,41
353,00;roberta-large;0,00;_mean_exclude_cls_sep-14;1,00;24,00;85,55;88,93;95,09;89,36;92,09;93,00;75,59;88,52
354,00;roberta-large;0,00;_concat_cls_with_mean-14;1,00;24,00;85,42;86,54;94,83;89,49;92,04;92,00;74,49;87,83
355,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-14;1,00;24,00;85,30;88,26;94,55;89,64;92,20;93,20;74,78;88,28
356,00;roberta-large;0,00;_concat_mean_3_tokens-14;1,00;24,00;85,88;89,93;95,58;90,02;91,49;93,00;69,39;87,90
357,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-14;1,00;24,00;86,32;89,67;95,81;89,72;91,05;94,40;68,64;87,94
358,00;roberta-large;0,00;_concat_mean_5_tokens-14;1,00;24,00;86,31;89,83;96,24;89,42;91,60;90,60;64,93;86,99
359,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-14;1,00;24,00;86,15;89,86;96,08;68,77;91,21;93,80;63,25;84,16
360,00;roberta-large;0,00;_cls-15;1,00;24,00;67,46;63,76;79,59;68,76;77,76;40,00;66,49;66,26
361,00;roberta-large;0,00;_mean-15;1,00;24,00;86,16;88,93;94,81;89,37;92,37;92,40;74,90;88,42
