,Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC,Avg_with_SST5,Avg_without_SST5
446,deberta-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,87.56,90.03,95.57,90.7,91.4,52.5,84.98,73.45,83.27375,87.67
447,deberta-base,SUM-NS_SUML4L,torch.Size([768]),1,12,0,84.11,88.01,94.23,89.56,92.09,43.87,83.45,68.03,80.41875,85.64
448,deberta-base,MAX-NS_SUML4L,torch.Size([768]),1,12,0,82.73,63.82,92.4,89.2,87.5,44.6,81.02,66.02,75.91125000000001,80.38428571428572
449,deberta-base,CLS+AVG_SUML4L,torch.Size([1536]),1,12,0,87.57,90.42,95.7,90.22,91.4,52.77,84.65,74.95,83.46,87.8442857142857
450,deberta-base,CLS+SUM_SUML4L,torch.Size([1536]),1,12,0,84.68,89.14,94.83,89.51,91.74,46.87,83.95,68.43,81.14375000000001,86.03999999999999
451,deberta-base,CLS+MAX_SUML4L,torch.Size([1536]),1,12,0,83.73,77.91,93.31,88.67,88.53,45.96,80.96,69.26,78.54124999999999,83.19571428571429
452,deberta-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),1,12,0,87.57,90.55,95.71,90.55,91.51,52.95,84.5,75.1,83.55499999999999,87.92714285714285
453,deberta-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),1,12,0,84.79,89.15,94.78,89.68,91.86,46.41,84.1,68.45,81.15250000000002,86.11571428571429
454,deberta-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),1,12,0,83.67,78.32,93.27,88.94,88.65,45.87,81.71,69.23,78.70750000000001,83.39857142857144
455,deberta-base,DY3_SUML4L,torch.Size([2304]),1,12,0,87.9,91.02,96.07,90.56,90.83,51.95,87.86,72.03,83.52749999999999,88.03857142857143
456,deberta-base,DY3-NS_SUML4L,torch.Size([2304]),1,12,0,87.95,91.12,96.04,68.77,90.83,52.86,87.8,72.06,80.92875000000001,84.93857142857142
457,deberta-base,DY5_SUML4L,torch.Size([3840]),1,12,0,87.77,91.78,96.16,68.77,90.71,50.5,89.01,70.44,80.64250000000001,84.94857142857144
458,deberta-base,DY5-NS_SUML4L,torch.Size([3840]),1,12,0,87.61,91.42,95.94,68.77,49.08,50.95,88.79,70.53,75.38624999999999,78.87714285714286
459,deberta-base,CLS_AVGL4L,torch.Size([768]),1,12,0,70.76,63.76,79.76,69.59,80.96,35.97,34.92,67.74,62.9325,66.78428571428572
460,deberta-base,AVG_AVGL4L,torch.Size([768]),1,12,0,86.72,88.05,94.78,89.48,90.71,51.95,81.16,73.75,82.07499999999999,86.37857142857142
461,deberta-base,SUM_AVGL4L,torch.Size([768]),1,12,0,86.75,89.43,95.1,89.75,92.09,47.14,85.23,68.74,81.77875,86.72714285714287
462,deberta-base,MAX_AVGL4L,torch.Size([768]),1,12,0,83.1,65.01,92.28,88.17,87.16,44.69,75.44,74.36,76.27625,80.78857142857143
463,deberta-base,AVG-NS_AVGL4L,torch.Size([768]),1,12,0,86.77,88.12,94.85,90.09,90.94,52.13,81.75,73.82,82.30875,86.61999999999999
464,deberta-base,SUM-NS_AVGL4L,torch.Size([768]),1,12,0,86.77,89.42,95.06,89.96,92.43,47.41,85.23,68.5,81.8475,86.76714285714286
465,deberta-base,MAX-NS_AVGL4L,torch.Size([768]),1,12,0,83.16,65.06,92.27,88.49,87.27,44.78,75.24,74.34,76.32625,80.83285714285715
466,deberta-base,CLS+AVG_AVGL4L,torch.Size([1536]),1,12,0,86.6,89.15,94.77,89.37,90.83,51.04,81.38,73.85,82.12375,86.5642857142857
467,deberta-base,CLS+SUM_AVGL4L,torch.Size([1536]),1,12,0,87.11,90.68,95.76,89.48,92.55,50.05,85.05,68.65,82.41625,87.03999999999999
468,deberta-base,CLS+MAX_AVGL4L,torch.Size([1536]),1,12,0,83.2,69.91,92.63,87.25,87.5,46.05,76.34,73.72,77.075,81.50714285714287
469,deberta-base,CLS+AVG-NS_AVGL4L,torch.Size([1536]),1,12,0,86.64,89.44,94.79,90.07,90.94,51.23,81.79,73.94,82.35499999999999,86.80142857142856
470,deberta-base,CLS+SUM-NS_AVGL4L,torch.Size([1536]),1,12,0,87.13,90.7,95.8,89.71,92.43,50.05,85.38,68.6,82.47500000000001,87.10714285714286
471,deberta-base,CLS+MAX-NS_AVGL4L,torch.Size([1536]),1,12,0,83.25,69.78,92.62,87.72,87.5,46.14,76.32,73.68,77.12625,81.55285714285715
472,deberta-base,DY3_AVGL4L,torch.Size([2304]),1,12,0,87.69,90.32,95.66,90.3,90.37,53.13,86.52,72.13,83.265,87.57000000000001
473,deberta-base,DY3-NS_AVGL4L,torch.Size([2304]),1,12,0,87.62,90.03,95.75,68.77,90.48,52.77,86.63,71.84,80.48625,84.44571428571429
474,deberta-base,DY5_AVGL4L,torch.Size([3840]),1,12,0,87.99,90.93,96.01,68.77,90.83,51.41,88.0,71.61,80.69375,84.87714285714286
475,deberta-base,DY5-NS_AVGL4L,torch.Size([3840]),1,12,0,87.79,91.01,95.9,68.77,49.08,51.95,87.67,71.17,75.41749999999999,78.77
476,deberta-base,CLS_SUMALL,torch.Size([768]),1,12,0,72.68,63.87,80.39,72.28,83.72,37.24,35.27,67.86,64.16375000000001,68.01
477,deberta-base,AVG_SUMALL,torch.Size([768]),1,12,0,86.05,89.11,95.59,90.97,90.94,48.77,87.78,71.79,82.625,87.46142857142857
478,deberta-base,SUM_SUMALL,torch.Size([768]),1,12,0,81.12,86.02,93.91,88.84,90.37,43.05,83.88,68.99,79.52250000000001,84.73285714285714
479,deberta-base,MAX_SUMALL,torch.Size([768]),1,12,0,79.11,70.4,91.9,89.04,86.35,36.42,82.92,64.55,75.08624999999999,80.61
480,deberta-base,AVG-NS_SUMALL,torch.Size([768]),1,12,0,86.06,89.3,95.61,90.89,90.94,49.14,87.56,71.71,82.65125,87.43857142857144
481,deberta-base,SUM-NS_SUMALL,torch.Size([768]),1,12,0,81.09,85.96,93.91,88.91,90.71,41.87,83.79,68.69,79.36625000000001,84.72285714285714
482,deberta-base,MAX-NS_SUMALL,torch.Size([768]),1,12,0,79.05,70.58,91.88,89.39,86.24,36.33,83.25,64.6,75.165,80.71285714285715
483,deberta-base,CLS+AVG_SUMALL,torch.Size([1536]),1,12,0,86.45,90.14,95.91,90.85,91.17,50.32,87.55,69.31,82.7125,87.34000000000002
484,deberta-base,CLS+SUM_SUMALL,torch.Size([1536]),1,12,0,82.46,86.76,94.28,89.04,90.71,43.51,84.5,68.89,80.01875,85.23428571428572
485,deberta-base,CLS+MAX_SUMALL,torch.Size([1536]),1,12,0,79.72,64.98,92.45,89.33,86.35,43.6,83.11,66.1,75.705,80.29142857142857
486,deberta-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),1,12,0,86.42,90.16,95.92,91.02,90.94,51.04,87.58,69.16,82.78,87.3142857142857
487,deberta-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),1,12,0,82.34,86.93,94.33,89.24,90.71,44.32,84.3,68.5,80.08375,85.19285714285715
488,deberta-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),1,12,0,79.74,64.88,92.41,89.66,86.35,44.05,83.45,66.07,75.82624999999999,80.36571428571428
489,deberta-base,DY3_SUMALL,torch.Size([2304]),1,12,0,85.98,89.58,95.76,90.36,90.37,50.14,89.76,69.73,82.71000000000001,87.36285714285715
490,deberta-base,DY3-NS_SUMALL,torch.Size([2304]),1,12,0,85.82,89.74,95.73,68.77,90.14,49.05,89.91,69.5,79.8325,84.23
491,deberta-base,DY5_SUMALL,torch.Size([3840]),1,12,0,85.3,88.78,95.55,68.77,89.91,49.41,90.06,69.63,79.67625,83.99999999999999
492,deberta-base,DY5-NS_SUMALL,torch.Size([3840]),1,12,0,84.99,88.72,95.47,68.77,49.08,47.87,89.75,68.77,74.17749999999998,77.93571428571428
493,deberta-base,CLS_AVGALL,torch.Size([768]),1,12,0,67.16,63.76,73.92,68.77,76.03,29.79,33.12,67.54,60.011250000000004,64.32857142857144
494,deberta-base,AVG_AVGALL,torch.Size([768]),1,12,0,84.79,85.6,94.5,90.7,90.37,50.23,83.38,74.29,81.73249999999999,86.23285714285713
495,deberta-base,SUM_AVGALL,torch.Size([768]),1,12,0,85.34,87.8,95.22,91.0,90.83,48.68,87.6,69.33,81.97500000000001,86.73142857142857
496,deberta-base,MAX_AVGALL,torch.Size([768]),1,12,0,80.47,64.76,92.37,89.66,86.01,44.5,79.42,74.44,76.45374999999999,81.01857142857143
497,deberta-base,AVG-NS_AVGALL,torch.Size([768]),1,12,0,84.74,84.91,94.51,91.06,90.02,50.32,84.12,74.8,81.80999999999999,86.30857142857141
498,deberta-base,SUM-NS_AVGALL,torch.Size([768]),1,12,0,85.42,87.73,95.22,91.12,90.83,48.41,87.45,69.63,81.97625000000001,86.77142857142857
499,deberta-base,MAX-NS_AVGALL,torch.Size([768]),1,12,0,80.48,64.84,92.38,89.9,86.24,44.5,78.89,74.44,76.45875000000001,81.02428571428572
500,deberta-base,CLS+AVG_AVGALL,torch.Size([1536]),1,12,0,84.82,85.66,94.4,90.63,90.94,49.59,83.53,74.56,81.76624999999999,86.36285714285714
501,deberta-base,CLS+SUM_AVGALL,torch.Size([1536]),1,12,0,86.16,89.86,95.71,90.68,91.74,49.68,87.58,69.46,82.60875,87.31285714285715
502,deberta-base,CLS+MAX_AVGALL,torch.Size([1536]),1,12,0,80.47,73.88,92.5,89.34,86.35,45.96,78.81,73.75,77.6325,82.15714285714284
503,deberta-base,CLS+AVG-NS_AVGALL,torch.Size([1536]),1,12,0,84.89,86.12,94.44,91.03,90.6,49.68,84.28,74.39,81.92875000000001,86.53571428571429
504,deberta-base,CLS+SUM-NS_AVGALL,torch.Size([1536]),1,12,0,86.12,89.85,95.72,90.9,91.28,49.5,87.69,69.68,82.5925,87.32000000000001
505,deberta-base,CLS+MAX-NS_AVGALL,torch.Size([1536]),1,12,0,80.51,73.91,92.5,89.54,86.47,45.96,78.81,73.63,77.66625,82.1957142857143
506,deberta-base,DY3_AVGALL,torch.Size([2304]),1,12,0,85.63,88.1,95.42,90.94,87.96,51.14,88.44,70.88,82.31374999999998,86.76714285714286
507,deberta-base,DY3-NS_AVGALL,torch.Size([2304]),1,12,0,85.61,88.31,95.45,68.77,89.11,51.41,88.65,70.63,79.74249999999999,83.78999999999999
508,deberta-base,DY5_AVGALL,torch.Size([3840]),1,12,0,85.95,89.19,95.72,68.77,88.65,50.86,89.76,71.03,79.99125,84.15285714285713
509,deberta-base,DY5-NS_AVGALL,torch.Size([3840]),1,12,0,85.8,88.88,95.62,68.77,49.08,49.86,89.47,71.03,74.81375,78.37857142857142
