Modelo,Pooling,out_emb_size,Nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC
bert-base,DY3_LYR-8,torch.Size([2304]),0,"{'devacc': np.float64(80.78), 'acc': np.float64(80.38), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.34), 'acc': np.float64(83.58), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.85), 'acc': np.float64(94.54), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.52), 'acc': np.float64(89.39), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(82.45), 'acc': 81.11, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.41), 'acc': 45.52, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.19), 'acc': 92.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.17), 'acc': 68.99, 'f1': 78.26, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3-NS_LYR-8,torch.Size([2304]),0,"{'devacc': np.float64(80.65), 'acc': np.float64(79.78), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.5), 'acc': np.float64(83.97), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.86), 'acc': np.float64(94.63), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.27), 'acc': np.float64(89.02), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(82.8), 'acc': 82.1, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.78), 'acc': 44.84, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.89), 'acc': 91.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.32), 'acc': 67.71, 'f1': 77.01, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5_LYR-8,torch.Size([3840]),0,"{'devacc': np.float64(80.67), 'acc': np.float64(80.55), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.31), 'acc': np.float64(83.23), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.05), 'acc': np.float64(94.68), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.09), 'acc': np.float64(88.85), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(82.8), 'acc': 81.44, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.23), 'acc': 44.21, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.47), 'acc': 93.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.88), 'acc': 68.75, 'f1': 79.2, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5-NS_LYR-8,torch.Size([3840]),0,"{'devacc': np.float64(80.38), 'acc': np.float64(79.76), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.44), 'acc': np.float64(84.4), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.92), 'acc': np.float64(94.78), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.05), 'acc': 44.62, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.14), 'acc': 94.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.64), 'acc': 66.49, 'f1': 75.73, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(80.43), 'acc': np.float64(79.33), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(82.09), 'acc': np.float64(81.17), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.15), 'acc': np.float64(93.98), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.57), 'acc': np.float64(87.32), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.17), 'acc': 84.29, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(43.87), 'acc': 43.71, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.27), 'acc': 82.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.32), 'acc': 71.36, 'f1': 80.93, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(81.44), 'acc': np.float64(80.64), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.92), 'acc': np.float64(85.17), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.81), 'acc': np.float64(94.04), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.7), 'acc': np.float64(88.18), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 85.34, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.78), 'acc': 45.79, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.09), 'acc': 90.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.31), 'acc': 73.74, 'f1': 81.76, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(79.75), 'acc': np.float64(79.44), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.46), 'acc': np.float64(83.6), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.99), 'acc': np.float64(93.34), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.75), 'acc': np.float64(87.08), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.24), 'acc': 85.83, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.41), 'acc': 43.12, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.11), 'acc': 92.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.81), 'acc': 67.19, 'f1': 76.73, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(78.02), 'acc': np.float64(77.52), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.46), 'acc': np.float64(77.99), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.97), 'acc': np.float64(92.1), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.06), 'acc': np.float64(86.85), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.63), 'acc': 82.65, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.41), 'acc': 43.67, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.76), 'acc': 89.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.36), 'acc': 72.12, 'f1': 79.47, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG-NS_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(81.44), 'acc': np.float64(80.76), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.1), 'acc': np.float64(85.27), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.83), 'acc': np.float64(94.13), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.83), 'acc': np.float64(87.82), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.93), 'acc': 85.45, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.59), 'acc': 46.7, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.36), 'acc': 90.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.17), 'acc': 74.26, 'f1': 82.11, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM-NS_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(79.65), 'acc': np.float64(78.95), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.29), 'acc': np.float64(83.37), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.02), 'acc': np.float64(93.46), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.19), 'acc': np.float64(87.25), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.47), 'acc': 85.34, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.69), 'acc': 42.35, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.91), 'acc': 91.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.68), 'acc': 67.07, 'f1': 75.35, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX-NS_LYR-9,torch.Size([768]),0,"{'devacc': np.float64(78.26), 'acc': np.float64(77.53), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.03), 'acc': np.float64(78.3), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.93), 'acc': np.float64(92.39), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.1), 'acc': np.float64(86.69), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.98), 'acc': 82.7, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.32), 'acc': 43.44, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.99), 'acc': 90.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.14), 'acc': 70.78, 'f1': 77.93, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(82.34), 'acc': np.float64(81.46), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.23), 'acc': np.float64(85.38), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.21), 'acc': np.float64(94.7), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.99), 'acc': np.float64(88.69), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 86.93, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.23), 'acc': 46.7, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.07), 'acc': 92.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(75.54), 'acc': 74.96, 'f1': 82.27, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(80.03), 'acc': np.float64(78.0), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.5), 'acc': np.float64(83.39), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.5), 'acc': np.float64(93.45), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.41), 'acc': np.float64(88.24), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.47), 'acc': 85.5, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.23), 'acc': 45.25, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.33), 'acc': 91.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.43), 'acc': 70.61, 'f1': 77.77, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(80.97), 'acc': np.float64(80.65), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(83.87), 'acc': np.float64(81.91), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.58), 'acc': np.float64(93.91), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.6), 'acc': np.float64(88.55), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.89), 'acc': 86.0, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.32), 'acc': 45.66, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.19), 'acc': 93.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.17), 'acc': 72.7, 'f1': 79.13, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG-NS_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(82.33), 'acc': np.float64(81.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.2), 'acc': np.float64(84.29), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.23), 'acc': np.float64(94.85), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.24), 'acc': np.float64(88.94), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.39), 'acc': 87.37, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.23), 'acc': 46.47, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.03), 'acc': 91.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(75.44), 'acc': 74.9, 'f1': 82.2, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM-NS_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(80.07), 'acc': np.float64(79.16), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.45), 'acc': np.float64(84.35), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.51), 'acc': np.float64(93.94), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.49), 'acc': np.float64(88.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.58), 'acc': 85.72, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.5), 'acc': 44.57, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.11), 'acc': 91.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.55), 'acc': 65.04, 'f1': 70.66, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX-NS_LYR-9,torch.Size([1536]),0,"{'devacc': np.float64(81.02), 'acc': np.float64(80.78), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(83.92), 'acc': np.float64(82.91), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.56), 'acc': np.float64(94.38), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.8), 'acc': np.float64(88.92), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.12), 'acc': 86.99, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.96), 'acc': 45.25, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.23), 'acc': 93.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.99), 'acc': 72.58, 'f1': 81.84, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3_LYR-9,torch.Size([2304]),0,"{'devacc': np.float64(82.12), 'acc': np.float64(80.9), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.93), 'acc': np.float64(85.93), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.2), 'acc': np.float64(94.95), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.2), 'acc': np.float64(89.19), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.52), 'acc': 83.36, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.5), 'acc': 45.43, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.37), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.49), 'acc': 70.43, 'f1': 78.89, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3-NS_LYR-9,torch.Size([2304]),0,"{'devacc': np.float64(81.91), 'acc': np.float64(81.24), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.23), 'acc': np.float64(85.61), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.16), 'acc': np.float64(94.85), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.16), 'acc': np.float64(88.84), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.09), 'acc': 83.25, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.87), 'acc': 46.24, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.19), 'acc': 91.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.3), 'acc': 70.26, 'f1': 78.4, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5_LYR-9,torch.Size([3840]),0,"{'devacc': np.float64(82.07), 'acc': np.float64(81.79), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.32), 'acc': np.float64(86.25), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.36), 'acc': np.float64(95.1), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.04), 'acc': np.float64(88.56), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.32), 'acc': 83.14, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.23), 'acc': 45.52, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.56), 'acc': 93.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.91), 'acc': 68.75, 'f1': 79.23, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5-NS_LYR-9,torch.Size([3840]),0,"{'devacc': np.float64(81.92), 'acc': np.float64(81.62), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.1), 'acc': np.float64(86.6), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.28), 'acc': np.float64(95.02), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.78), 'acc': 45.25, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.87), 'acc': 93.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.61), 'acc': 65.68, 'f1': 72.97, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(81.75), 'acc': np.float64(81.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.26), 'acc': np.float64(82.83), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.66), 'acc': np.float64(94.1), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.59), 'acc': np.float64(87.08), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.58), 'acc': 86.44, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.41), 'acc': 44.89, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.67), 'acc': 83.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.71), 'acc': 70.32, 'f1': 79.98, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(81.77), 'acc': np.float64(80.76), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.18), 'acc': np.float64(85.27), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.0), 'acc': np.float64(94.2), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.29), 'acc': np.float64(88.05), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 85.94, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.23), 'acc': 45.7, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.12), 'acc': 88.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.26), 'acc': 74.14, 'f1': 82.59, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(78.91), 'acc': np.float64(78.22), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.14), 'acc': np.float64(83.97), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.1), 'acc': np.float64(93.56), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.55), 'acc': np.float64(87.51), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.01), 'acc': 85.61, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.87), 'acc': 41.31, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.33), 'acc': 90.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.58), 'acc': 68.29, 'f1': 77.1, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(79.37), 'acc': np.float64(78.96), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(80.45), 'acc': np.float64(78.97), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.55), 'acc': np.float64(93.17), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.54), 'acc': np.float64(87.26), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.01), 'acc': 84.62, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.14), 'acc': 45.2, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.0), 'acc': 89.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.72), 'acc': 71.65, 'f1': 80.82, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(81.7), 'acc': np.float64(80.84), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.22), 'acc': np.float64(85.06), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.99), 'acc': np.float64(94.09), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.16), 'acc': np.float64(87.87), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 85.72, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.41), 'acc': 47.38, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.1), 'acc': 89.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.87), 'acc': 73.45, 'f1': 81.88, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(78.66), 'acc': np.float64(76.95), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.97), 'acc': np.float64(83.39), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.06), 'acc': np.float64(93.68), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.7), 'acc': np.float64(86.58), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.21), 'acc': 84.62, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.69), 'acc': 43.98, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.23), 'acc': 90.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.81), 'acc': 66.96, 'f1': 74.71, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX-NS_LYR-10,torch.Size([768]),0,"{'devacc': np.float64(79.34), 'acc': np.float64(78.51), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(80.87), 'acc': np.float64(79.31), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.6), 'acc': np.float64(92.89), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.19), 'acc': np.float64(86.82), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.55), 'acc': 84.29, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.41), 'acc': 44.75, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.77), 'acc': 89.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.64), 'acc': 70.61, 'f1': 78.78, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(82.79), 'acc': np.float64(82.29), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.32), 'acc': np.float64(85.64), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.24), 'acc': np.float64(94.85), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.86), 'acc': np.float64(88.67), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.61), 'acc': 87.31, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.05), 'acc': 47.87, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.11), 'acc': 90.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.39), 'acc': 75.13, 'f1': 82.37, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(79.89), 'acc': np.float64(77.92), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.58), 'acc': np.float64(83.71), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.41), 'acc': np.float64(93.78), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.29), 'acc': np.float64(88.27), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.16), 'acc': 86.77, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.23), 'acc': 43.71, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.04), 'acc': 89.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.28), 'acc': 68.23, 'f1': 76.48, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(82.39), 'acc': np.float64(81.63), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.39), 'acc': np.float64(85.17), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.07), 'acc': np.float64(94.4), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.47), 'acc': np.float64(88.22), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 86.82, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.69), 'acc': 46.56, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.29), 'acc': 90.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.66), 'acc': 70.96, 'f1': 81.23, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),0,"{'devacc': np.float64(82.81), 'acc': np.float64(82.22), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.36), 'acc': np.float64(84.85), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.24), 'acc': np.float64(94.88), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.06), 'acc': np.float64(89.04), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.96), 'acc': 87.26, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.87), 'acc': 48.01, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.11), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.48), 'acc': 75.25, 'f1': 82.46, 'ndev': 4076, 'ntest': 1725}"
