,Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC,Avg_with_SST5,Avg_without_SST5
165,bert-base,CLS+MAX-NS_AVGALL,torch.Size([1536]),1,12,0,80.33,80.98,93.8,88.87,86.33,45.52,88.0,72.0,79.47874999999999,84.33
166,bert-base,DY3_AVGALL,torch.Size([2304]),1,12,0,79.91,83.55,94.65,89.68,82.26,45.48,89.8,68.41,79.2175,84.03714285714285
167,bert-base,DY3-NS_AVGALL,torch.Size([2304]),1,12,0,79.67,83.97,94.48,89.13,82.21,45.79,91.4,67.77,79.3025,84.09
168,bert-base,DY5_AVGALL,torch.Size([3840]),1,12,0,80.21,84.56,94.91,88.95,82.54,45.75,91.4,68.29,79.57624999999999,84.40857142857142
169,bert-base,DY5-NS_AVGALL,torch.Size([3840]),1,12,0,80.2,84.24,94.88,68.77,50.08,45.25,94.0,68.0,73.1775,77.16714285714285
170,roberta-base,CLS_LYR-7,torch.Size([768]),1,12,0,75.45,63.76,86.11,68.77,85.72,36.52,52.0,66.49,66.85249999999999,71.18571428571428
171,roberta-base,AVG_LYR-7,torch.Size([768]),1,12,0,84.22,86.94,94.17,87.59,90.61,50.32,89.4,66.49,81.2175,85.63142857142857
172,roberta-base,SUM_LYR-7,torch.Size([768]),1,12,0,83.05,84.98,93.25,87.48,90.12,49.82,92.0,66.49,80.89875,85.33857142857143
173,roberta-base,MAX_LYR-7,torch.Size([768]),1,12,0,79.49,73.64,91.9,86.54,87.26,44.25,85.6,65.51,76.77374999999999,81.41999999999999
174,roberta-base,AVG-NS_LYR-7,torch.Size([768]),1,12,0,84.27,87.58,93.98,87.67,90.66,50.05,91.0,66.49,81.4625,85.95
175,roberta-base,SUM-NS_LYR-7,torch.Size([768]),1,12,0,83.54,85.64,93.72,87.54,90.28,50.27,92.4,66.49,81.235,85.65857142857143
176,roberta-base,MAX-NS_LYR-7,torch.Size([768]),1,12,0,79.51,74.2,91.51,86.73,87.15,44.75,85.8,65.51,76.895,81.48714285714287
177,roberta-base,CLS+AVG_LYR-7,torch.Size([1536]),1,12,0,83.65,84.16,93.66,87.4,90.55,52.08,88.8,72.46,81.595,85.81142857142858
178,roberta-base,CLS+SUM_LYR-7,torch.Size([1536]),1,12,0,83.59,86.09,94.07,87.61,89.79,49.32,91.8,67.59,81.2325,85.79142857142858
179,roberta-base,CLS+MAX_LYR-7,torch.Size([1536]),1,12,0,79.42,74.12,92.15,86.79,88.58,45.93,85.8,72.35,78.1425,82.74428571428572
180,roberta-base,CLS+AVG-NS_LYR-7,torch.Size([1536]),1,12,0,83.89,84.42,93.92,87.38,90.77,51.0,90.4,72.58,81.795,86.19428571428571
181,roberta-base,CLS+SUM-NS_LYR-7,torch.Size([1536]),1,12,0,83.59,86.99,94.38,87.95,89.73,49.95,92.6,67.19,81.54749999999999,86.06142857142858
182,roberta-base,CLS+MAX-NS_LYR-7,torch.Size([1536]),1,12,0,79.62,73.7,91.93,86.86,88.25,47.38,85.6,71.83,78.14625000000001,82.54142857142858
183,roberta-base,DY3_LYR-7,torch.Size([2304]),1,12,0,84.88,87.26,94.5,88.85,89.29,50.95,90.0,69.04,81.84625,86.25999999999999
184,roberta-base,DY3-NS_LYR-7,torch.Size([2304]),1,12,0,84.93,88.11,94.59,88.65,89.68,50.54,91.4,66.72,81.8275,86.29714285714286
185,roberta-base,DY5_LYR-7,torch.Size([3840]),1,12,0,85.19,88.63,94.18,88.3,89.24,50.27,89.2,64.81,81.22749999999999,85.64999999999999
186,roberta-base,DY5-NS_LYR-7,torch.Size([3840]),1,12,0,84.73,89.43,94.35,68.77,88.74,48.96,92.4,64.12,78.9375,83.22
187,roberta-base,CLS_LYR-8,torch.Size([768]),1,12,0,71.42,63.76,81.64,68.77,81.16,31.58,45.0,66.49,63.7275,68.32000000000001
188,roberta-base,AVG_LYR-8,torch.Size([768]),1,12,0,83.97,87.39,93.82,87.44,90.72,52.22,90.8,66.49,81.60625,85.80428571428571
189,roberta-base,SUM_LYR-8,torch.Size([768]),1,12,0,83.66,87.26,94.31,87.24,90.77,49.1,92.8,63.54,81.085,85.6542857142857
190,roberta-base,MAX_LYR-8,torch.Size([768]),1,12,0,80.47,73.85,92.01,86.81,86.82,44.52,82.8,65.45,76.59125,81.17285714285715
191,roberta-base,AVG-NS_LYR-8,torch.Size([768]),1,12,0,84.07,87.39,93.89,87.47,90.77,52.35,91.8,66.49,81.77874999999999,85.98285714285713
192,roberta-base,SUM-NS_LYR-8,torch.Size([768]),1,12,0,83.57,87.58,94.33,87.21,90.28,49.64,93.0,66.49,81.51249999999999,86.06571428571428
193,roberta-base,MAX-NS_LYR-8,torch.Size([768]),1,12,0,79.91,73.99,91.86,86.64,86.99,44.62,82.2,65.45,76.45750000000001,81.00571428571428
194,roberta-base,CLS+AVG_LYR-8,torch.Size([1536]),1,12,0,84.28,82.89,93.66,87.12,90.61,53.03,90.2,72.64,81.80375000000001,85.91428571428573
195,roberta-base,CLS+SUM_LYR-8,torch.Size([1536]),1,12,0,83.74,86.2,93.52,87.7,90.44,49.5,91.4,66.78,81.16,85.68285714285715
196,roberta-base,CLS+MAX_LYR-8,torch.Size([1536]),1,12,0,81.15,72.63,92.12,86.65,86.99,45.93,84.6,70.2,77.53375000000001,82.04857142857144
197,roberta-base,CLS+AVG-NS_LYR-8,torch.Size([1536]),1,12,0,84.67,83.29,93.7,87.44,90.77,53.12,87.6,72.35,81.6175,85.68857142857144
198,roberta-base,CLS+SUM-NS_LYR-8,torch.Size([1536]),1,12,0,83.55,87.23,93.54,87.38,90.28,49.19,91.8,67.94,81.36375000000001,85.96000000000001
199,roberta-base,CLS+MAX-NS_LYR-8,torch.Size([1536]),1,12,0,80.9,74.2,92.26,86.78,86.93,46.24,85.2,71.59,78.0125,82.55142857142857
200,roberta-base,DY3_LYR-8,torch.Size([2304]),1,12,0,84.61,88.13,94.7,88.62,90.06,51.18,89.6,67.3,81.77499999999999,86.14571428571428
201,roberta-base,DY3-NS_LYR-8,torch.Size([2304]),1,12,0,84.98,88.29,94.62,88.59,89.84,52.53,91.2,66.84,82.11125000000001,86.33714285714288
202,roberta-base,DY5_LYR-8,torch.Size([3840]),1,12,0,85.56,89.3,94.58,88.05,89.4,50.18,90.6,68.52,82.02374999999999,86.57285714285715
203,roberta-base,DY5-NS_LYR-8,torch.Size([3840]),1,12,0,85.46,89.38,94.6,68.77,89.57,50.05,92.4,65.91,79.51749999999998,83.72714285714285
204,roberta-base,CLS_LYR-9,torch.Size([768]),1,12,0,74.58,63.76,82.98,68.77,81.11,27.24,33.0,66.49,62.24125,67.24142857142857
205,roberta-base,AVG_LYR-9,torch.Size([768]),1,12,0,84.1,86.52,93.69,86.99,90.5,50.68,88.0,66.49,80.87125,85.1842857142857
206,roberta-base,SUM_LYR-9,torch.Size([768]),1,12,0,82.87,86.62,93.77,86.83,90.83,49.19,91.8,64.17,80.75999999999999,85.26999999999998
207,roberta-base,MAX_LYR-9,torch.Size([768]),1,12,0,79.66,72.34,91.49,85.82,86.33,45.88,82.6,66.49,76.32625,80.67571428571429
208,roberta-base,AVG-NS_LYR-9,torch.Size([768]),1,12,0,83.62,86.97,93.7,87.27,90.72,50.77,88.2,66.49,80.9675,85.28142857142858
209,roberta-base,SUM-NS_LYR-9,torch.Size([768]),1,12,0,82.91,86.62,93.81,87.02,90.88,49.23,91.2,66.49,81.02000000000001,85.56142857142858
210,roberta-base,MAX-NS_LYR-9,torch.Size([768]),1,12,0,78.95,70.73,91.22,85.99,86.27,44.71,85.0,66.49,76.16999999999999,80.66428571428571
211,roberta-base,CLS+AVG_LYR-9,torch.Size([1536]),1,12,0,83.47,83.15,93.73,87.47,90.44,51.22,86.0,73.16,81.08,85.34571428571428
212,roberta-base,CLS+SUM_LYR-9,torch.Size([1536]),1,12,0,82.56,86.54,93.81,86.93,90.44,50.27,92.2,66.55,81.1625,85.57571428571428
213,roberta-base,CLS+MAX_LYR-9,torch.Size([1536]),1,12,0,78.98,68.48,91.68,85.96,87.15,47.1,84.4,70.72,76.80875,81.05285714285715
214,roberta-base,CLS+AVG-NS_LYR-9,torch.Size([1536]),1,12,0,83.4,82.7,93.49,87.38,90.61,51.18,83.4,71.77,80.49125000000001,84.67857142857143
215,roberta-base,CLS+SUM-NS_LYR-9,torch.Size([1536]),1,12,0,82.7,86.25,93.47,86.68,90.5,50.18,90.8,66.03,80.82624999999999,85.2042857142857
216,roberta-base,CLS+MAX-NS_LYR-9,torch.Size([1536]),1,12,0,79.2,69.72,91.51,85.93,87.15,47.06,84.6,66.78,76.49374999999999,80.69857142857143
217,roberta-base,DY3_LYR-9,torch.Size([2304]),1,12,0,84.62,88.05,94.61,88.36,89.51,51.45,90.0,68.7,81.91250000000001,86.26428571428573
218,roberta-base,DY3-NS_LYR-9,torch.Size([2304]),1,12,0,84.65,87.74,94.74,87.94,89.79,50.72,91.6,67.36,81.81750000000001,86.26
219,roberta-base,DY5_LYR-9,torch.Size([3840]),1,12,0,84.92,88.26,94.98,87.58,89.79,50.5,89.8,68.58,81.80125000000001,86.27285714285715
220,roberta-base,DY5-NS_LYR-9,torch.Size([3840]),1,12,0,84.89,88.08,94.86,68.77,89.29,50.09,93.0,67.94,79.61500000000001,83.83285714285714
221,roberta-base,CLS_LYR-10,torch.Size([768]),1,12,0,76.08,63.76,85.89,68.77,80.83,30.5,38.0,66.49,63.79,68.54571428571428
222,roberta-base,AVG_LYR-10,torch.Size([768]),1,12,0,83.63,86.38,93.66,87.03,90.5,50.14,89.2,66.49,80.87875,85.27
223,roberta-base,SUM_LYR-10,torch.Size([768]),1,12,0,83.07,86.54,94.01,86.46,90.28,48.64,92.4,66.43,80.97874999999999,85.59857142857143
224,roberta-base,MAX_LYR-10,torch.Size([768]),1,12,0,79.18,70.89,91.4,86.08,87.04,44.89,84.2,66.49,76.27125000000001,80.75428571428571
225,roberta-base,AVG-NS_LYR-10,torch.Size([768]),1,12,0,83.26,86.38,93.78,87.08,90.5,49.82,89.2,66.49,80.81375,85.24142857142856
226,roberta-base,SUM-NS_LYR-10,torch.Size([768]),1,12,0,83.07,86.54,94.26,86.59,89.62,48.82,90.8,63.01,80.33875,84.84142857142857
227,roberta-base,MAX-NS_LYR-10,torch.Size([768]),1,12,0,79.44,70.73,91.72,86.34,87.7,44.8,84.2,66.49,76.42750000000001,80.94571428571429
228,roberta-base,CLS+AVG_LYR-10,torch.Size([1536]),1,12,0,82.4,82.01,93.47,86.52,90.06,51.27,88.4,75.07,81.15,85.41857142857144
229,roberta-base,CLS+SUM_LYR-10,torch.Size([1536]),1,12,0,83.13,86.55,93.73,86.99,89.51,48.37,92.2,67.25,80.96625,85.62285714285714
230,roberta-base,CLS+MAX_LYR-10,torch.Size([1536]),1,12,0,79.87,69.96,92.12,85.94,87.92,45.57,83.8,71.36,77.0675,81.56714285714285
231,roberta-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),1,12,0,82.75,82.73,93.64,87.59,90.44,51.04,89.6,75.07,81.60750000000002,85.9742857142857
232,roberta-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),1,12,0,83.55,86.23,93.52,87.09,89.35,48.46,93.2,66.96,81.045,85.70000000000002
233,roberta-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),1,12,0,79.9,69.72,91.91,86.22,87.7,46.15,84.4,70.61,77.07625,81.49428571428572
234,roberta-base,DY3_LYR-10,torch.Size([2304]),1,12,0,83.94,87.23,94.62,88.26,89.18,51.18,90.6,68.75,81.72,86.08285714285715
235,roberta-base,DY3-NS_LYR-10,torch.Size([2304]),1,12,0,83.69,88.21,94.42,87.77,89.02,50.45,91.0,66.67,81.40374999999999,85.82571428571427
236,roberta-base,DY5_LYR-10,torch.Size([3840]),1,12,0,84.55,88.29,95.27,87.47,89.35,49.28,89.0,68.12,81.41625,86.00714285714287
237,roberta-base,DY5-NS_LYR-10,torch.Size([3840]),1,12,0,83.95,87.44,94.63,68.77,88.03,50.5,92.8,66.2,79.03999999999999,83.11714285714285
238,roberta-base,CLS_LYR-11,torch.Size([768]),1,12,0,77.53,63.76,85.77,68.77,83.09,38.1,47.0,66.49,66.31375,70.3442857142857
239,roberta-base,AVG_LYR-11,torch.Size([768]),1,12,0,82.52,84.42,93.55,86.17,89.51,48.28,87.8,66.49,79.8425,84.35142857142857
240,roberta-base,SUM_LYR-11,torch.Size([768]),1,12,0,82.18,86.2,93.31,86.06,88.74,46.56,91.2,66.72,80.12125,84.9157142857143
241,roberta-base,MAX_LYR-11,torch.Size([768]),1,12,0,77.65,70.12,92.04,84.8,85.34,42.67,82.0,66.49,75.13875000000002,79.77714285714286
242,roberta-base,AVG-NS_LYR-11,torch.Size([768]),1,12,0,82.65,85.27,93.75,86.11,89.68,49.68,86.6,63.71,79.68125,83.96714285714287
243,roberta-base,SUM-NS_LYR-11,torch.Size([768]),1,12,0,82.07,86.68,93.5,85.86,89.4,44.71,92.8,62.78,79.725,84.72714285714285
244,roberta-base,MAX-NS_LYR-11,torch.Size([768]),1,12,0,77.8,70.86,92.44,84.91,85.01,41.81,82.4,66.49,75.215,79.98714285714286
245,roberta-base,CLS+AVG_LYR-11,torch.Size([1536]),1,12,0,82.58,80.66,93.87,86.4,89.95,50.36,83.2,73.62,80.08,84.32571428571428
246,roberta-base,CLS+SUM_LYR-11,torch.Size([1536]),1,12,0,82.13,85.85,93.72,86.09,89.46,47.69,92.4,65.91,80.40624999999999,85.08
247,roberta-base,CLS+MAX_LYR-11,torch.Size([1536]),1,12,0,78.88,71.81,92.42,85.04,86.38,45.79,82.0,72.0,76.79,81.21857142857142
248,roberta-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),1,12,0,82.84,80.87,93.8,86.44,89.73,50.09,88.2,74.14,80.76375,85.14571428571428
249,roberta-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),1,12,0,81.93,85.48,93.87,85.8,89.84,47.92,92.2,67.25,80.53625000000001,85.1957142857143
250,roberta-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),1,12,0,78.61,70.83,92.46,85.21,86.16,45.84,82.4,70.26,76.47125,80.84714285714286
251,roberta-base,DY3_LYR-11,torch.Size([2304]),1,12,0,84.05,86.92,94.81,87.8,88.3,50.9,90.6,68.23,81.45125,85.8157142857143
252,roberta-base,DY3-NS_LYR-11,torch.Size([2304]),1,12,0,83.83,86.33,94.87,87.31,87.64,49.77,90.8,68.81,81.16999999999999,85.65571428571427
253,roberta-base,DY5_LYR-11,torch.Size([3840]),1,12,0,83.9,86.57,95.21,86.95,87.75,49.28,89.2,68.93,80.97375,85.50142857142858
254,roberta-base,DY5-NS_LYR-11,torch.Size([3840]),1,12,0,83.73,86.67,94.96,68.77,87.86,49.28,91.0,67.36,78.70375,82.90714285714286
255,roberta-base,CLS_LYR-12,torch.Size([768]),1,12,0,77.47,63.76,91.5,68.77,84.62,39.55,50.2,66.49,67.795,71.83
256,roberta-base,AVG_LYR-12,torch.Size([768]),1,12,0,80.91,79.1,93.18,83.66,87.81,49.05,78.8,66.49,77.375,81.42142857142858
257,roberta-base,SUM_LYR-12,torch.Size([768]),1,12,0,82.51,85.46,94.7,84.73,89.46,49.14,91.0,66.49,80.43625,84.90714285714286
258,roberta-base,MAX_LYR-12,torch.Size([768]),1,12,0,75.74,63.81,91.43,80.67,82.87,43.21,78.8,68.99,73.19,77.47285714285715
259,roberta-base,AVG-NS_LYR-12,torch.Size([768]),1,12,0,80.89,77.38,93.29,84.47,88.41,47.78,80.0,66.49,77.33874999999999,81.56142857142856
260,roberta-base,SUM-NS_LYR-12,torch.Size([768]),1,12,0,82.43,84.77,94.61,84.75,89.18,48.91,91.2,66.49,80.2925,84.7757142857143
261,roberta-base,MAX-NS_LYR-12,torch.Size([768]),1,12,0,75.76,63.87,91.47,82.04,82.87,43.03,78.8,68.99,73.35374999999999,77.68571428571428
262,roberta-base,CLS+AVG_LYR-12,torch.Size([1536]),1,12,0,81.49,77.54,93.12,83.8,87.86,48.51,80.6,74.26,78.3975,82.66714285714285
263,roberta-base,CLS+SUM_LYR-12,torch.Size([1536]),1,12,0,82.44,85.38,94.19,85.1,88.8,48.82,93.2,67.94,80.73375000000001,85.29285714285713
264,roberta-base,CLS+MAX_LYR-12,torch.Size([1536]),1,12,0,77.21,63.79,92.3,83.57,85.34,44.8,75.4,72.41,74.3525,78.57428571428571
265,roberta-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),1,12,0,81.33,76.95,93.06,84.58,87.7,48.64,80.6,74.32,78.39750000000001,82.64857142857143
266,roberta-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),1,12,0,82.7,86.01,94.14,85.36,89.07,48.73,93.2,67.83,80.88000000000001,85.47285714285715
267,roberta-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),1,12,0,77.8,63.79,92.3,83.66,84.51,42.85,75.6,72.46,74.12125,78.58857142857143
268,roberta-base,DY3_LYR-12,torch.Size([2304]),1,12,0,82.35,81.72,93.99,85.52,87.04,48.96,87.2,69.04,79.47749999999999,83.83714285714287
269,roberta-base,DY3-NS_LYR-12,torch.Size([2304]),1,12,0,82.26,82.91,93.97,85.34,86.71,48.37,88.4,68.75,79.58875,84.04857142857144
270,roberta-base,DY5_LYR-12,torch.Size([3840]),1,12,0,82.66,83.55,94.17,85.81,86.11,46.74,86.2,68.29,79.19125,83.82714285714285
271,roberta-base,DY5-NS_LYR-12,torch.Size([3840]),1,12,0,82.95,83.74,94.26,68.77,87.15,47.33,91.0,70.03,78.15375,82.55714285714285
272,roberta-base,CLS_SUML4L,torch.Size([768]),1,12,0,77.82,63.76,91.07,68.77,84.84,32.31,42.8,66.49,65.9825,70.79285714285714
273,roberta-base,AVG_SUML4L,torch.Size([768]),1,12,0,84.21,88.19,94.1,87.14,90.06,50.95,93.2,62.61,81.3075,85.64428571428572
274,roberta-base,SUM_SUML4L,torch.Size([768]),1,12,0,79.85,83.76,93.03,85.66,89.4,45.16,88.2,66.09,78.89375,83.71285714285715
275,roberta-base,MAX_SUML4L,torch.Size([768]),1,12,0,78.51,70.38,92.15,85.33,86.38,43.48,87.4,66.49,76.265,80.94857142857143
276,roberta-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,84.27,88.05,94.15,87.06,90.12,52.31,92.0,66.49,81.80625,86.02000000000001
277,roberta-base,SUM-NS_SUML4L,torch.Size([768]),1,12,0,79.94,85.83,93.02,85.61,89.35,45.48,91.0,66.49,79.59,84.46285714285715
278,roberta-base,MAX-NS_SUML4L,torch.Size([768]),1,12,0,78.57,71.89,92.07,85.55,86.33,42.26,87.8,66.49,76.36999999999999,81.24285714285713
279,roberta-base,CLS+AVG_SUML4L,torch.Size([1536]),1,12,0,83.88,86.81,94.05,87.09,89.79,50.09,92.2,69.74,81.70625000000001,86.22285714285715
280,roberta-base,CLS+SUM_SUML4L,torch.Size([1536]),1,12,0,80.74,86.04,92.95,86.2,89.02,41.58,90.6,65.28,79.05125,84.4042857142857
281,roberta-base,CLS+MAX_SUML4L,torch.Size([1536]),1,12,0,79.7,76.58,92.99,86.42,86.49,45.66,88.0,65.62,77.6825,82.25714285714285
282,roberta-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),1,12,0,84.23,86.09,94.18,87.19,90.5,50.27,92.4,70.43,81.91125,86.43142857142857
283,roberta-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),1,12,0,80.8,84.69,92.96,86.07,89.29,42.26,90.4,66.49,79.12,84.38571428571429
284,roberta-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),1,12,0,79.46,74.51,93.03,86.15,86.38,46.02,88.2,66.61,77.545,82.04857142857142
285,roberta-base,DY3_SUML4L,torch.Size([2304]),1,12,0,84.96,88.45,95.23,88.28,89.4,49.68,91.0,67.59,81.82375,86.41571428571429
286,roberta-base,DY3-NS_SUML4L,torch.Size([2304]),1,12,0,84.66,88.61,95.55,87.35,89.29,50.77,91.0,66.49,81.715,86.13571428571429
287,roberta-base,DY5_SUML4L,torch.Size([3840]),1,12,0,84.86,88.16,95.53,87.41,88.58,48.91,90.8,65.04,81.16124999999998,85.7685714285714
288,roberta-base,DY5-NS_SUML4L,torch.Size([3840]),1,12,0,84.71,88.34,95.38,68.77,88.08,48.87,93.6,64.17,78.99,83.29285714285713
289,roberta-base,CLS_AVGL4L,torch.Size([768]),1,12,0,77.74,63.76,89.96,68.77,83.53,39.0,38.8,66.49,66.00625,69.86428571428571
290,roberta-base,AVG_AVGL4L,torch.Size([768]),1,12,0,83.1,85.14,93.67,86.39,90.39,50.09,85.0,66.49,80.03375,84.31142857142858
291,roberta-base,SUM_AVGL4L,torch.Size([768]),1,12,0,83.09,87.21,93.98,86.44,90.28,49.95,93.2,65.8,81.24374999999999,85.71428571428571
292,roberta-base,MAX_AVGL4L,torch.Size([768]),1,12,0,78.98,70.09,92.02,85.96,86.11,45.16,83.8,66.49,76.07624999999999,80.49285714285713
293,roberta-base,AVG-NS_AVGL4L,torch.Size([768]),1,12,0,83.26,85.7,93.44,86.69,90.33,49.95,90.2,66.49,80.7575,85.15857142857143
294,roberta-base,SUM-NS_AVGL4L,torch.Size([768]),1,12,0,83.4,87.05,94.04,86.46,90.39,49.5,92.6,66.49,81.24125,85.77571428571427
295,roberta-base,MAX-NS_AVGL4L,torch.Size([768]),1,12,0,79.17,70.09,92.25,85.69,85.83,45.25,83.8,66.49,76.07124999999999,80.4742857142857
296,roberta-base,CLS+AVG_AVGL4L,torch.Size([1536]),1,12,0,82.85,78.91,93.89,86.85,90.17,49.86,89.8,74.67,80.875,85.30571428571429
297,roberta-base,CLS+SUM_AVGL4L,torch.Size([1536]),1,12,0,83.86,86.91,93.31,86.91,90.23,49.37,92.0,66.32,81.11375000000001,85.64857142857143
298,roberta-base,CLS+MAX_AVGL4L,torch.Size([1536]),1,12,0,78.82,68.24,92.48,86.11,86.11,45.61,80.6,72.81,76.3475,80.73857142857143
299,roberta-base,CLS+AVG-NS_AVGL4L,torch.Size([1536]),1,12,0,82.64,82.75,93.89,87.01,90.12,50.05,88.4,75.19,81.25625,85.71428571428571
300,roberta-base,CLS+SUM-NS_AVGL4L,torch.Size([1536]),1,12,0,83.41,87.26,93.09,86.82,90.12,49.95,91.8,66.2,81.08125,85.52857142857144
301,roberta-base,CLS+MAX-NS_AVGL4L,torch.Size([1536]),1,12,0,79.32,69.67,92.42,86.37,85.72,45.79,84.8,72.06,77.01875000000001,81.48
302,roberta-base,DY3_AVGL4L,torch.Size([2304]),1,12,0,83.94,87.05,94.56,88.02,89.13,50.68,88.4,68.64,81.3025,85.67714285714285
303,roberta-base,DY3-NS_AVGL4L,torch.Size([2304]),1,12,0,83.75,86.07,94.61,87.15,89.4,50.77,90.2,67.59,81.19250000000001,85.53857142857144
304,roberta-base,DY5_AVGL4L,torch.Size([3840]),1,12,0,84.66,87.26,95.06,87.41,88.58,50.77,89.0,65.28,81.0025,85.32142857142857
305,roberta-base,DY5-NS_AVGL4L,torch.Size([3840]),1,12,0,84.22,88.37,94.78,68.77,88.41,50.18,91.2,66.61,79.0675,83.19428571428571
306,roberta-base,CLS_SUMALL,torch.Size([768]),1,12,0,75.53,63.76,88.77,68.77,85.17,33.67,39.0,66.49,65.145,69.64142857142858
307,roberta-base,AVG_SUMALL,torch.Size([768]),1,12,0,83.46,87.76,94.71,87.9,90.23,51.63,90.4,62.78,81.10875,85.32000000000001
308,roberta-base,SUM_SUMALL,torch.Size([768]),1,12,0,78.2,83.34,92.81,85.46,89.35,44.57,88.0,62.43,78.02,82.79857142857142
309,roberta-base,MAX_SUMALL,torch.Size([768]),1,12,0,74.49,64.63,90.16,85.24,86.44,41.45,86.0,64.99,74.175,78.85
310,roberta-base,AVG-NS_SUMALL,torch.Size([768]),1,12,0,83.57,87.39,94.45,88.11,90.5,51.58,90.6,66.49,81.58624999999999,85.87285714285714
311,roberta-base,SUM-NS_SUMALL,torch.Size([768]),1,12,0,78.34,83.13,92.6,85.52,89.51,43.39,88.4,66.43,78.41499999999999,83.41857142857144
312,roberta-base,MAX-NS_SUMALL,torch.Size([768]),1,12,0,74.84,64.32,90.26,85.79,86.11,34.52,86.4,64.87,73.38875,78.94142857142857
313,roberta-base,CLS+AVG_SUMALL,torch.Size([1536]),1,12,0,83.34,85.99,94.46,87.99,90.88,50.09,90.0,68.29,81.38,85.85
314,roberta-base,CLS+SUM_SUMALL,torch.Size([1536]),1,12,0,79.07,85.56,92.89,85.71,89.95,41.76,87.2,67.13,78.65875,83.92999999999999
315,roberta-base,CLS+MAX_SUMALL,torch.Size([1536]),1,12,0,77.74,71.21,90.95,85.95,87.48,40.59,89.6,63.3,75.85249999999999,80.88999999999999
316,roberta-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),1,12,0,83.19,86.65,94.51,87.65,90.23,49.55,89.8,67.65,81.15375,85.66857142857143
317,roberta-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),1,12,0,79.37,83.26,93.19,86.07,87.75,39.19,87.8,65.39,77.7525,83.26142857142857
318,roberta-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),1,12,0,78.02,69.25,91.3,86.11,87.1,40.45,88.2,66.49,75.865,80.9242857142857
319,roberta-base,DY3_SUMALL,torch.Size([2304]),1,12,0,83.85,87.76,95.05,89.07,89.57,48.87,91.0,66.49,81.45750000000001,86.11285714285714
320,roberta-base,DY3-NS_SUMALL,torch.Size([2304]),1,12,0,84.22,87.95,95.16,88.15,89.62,49.23,90.6,65.1,81.25375000000001,85.82857142857144
321,roberta-base,DY5_SUMALL,torch.Size([3840]),1,12,0,83.65,86.33,94.35,87.13,88.58,44.25,87.8,65.28,79.67125,84.73142857142857
322,roberta-base,DY5-NS_SUMALL,torch.Size([3840]),1,12,0,83.32,86.49,94.97,68.77,87.37,45.93,88.8,65.33,77.6225,82.14999999999999
323,roberta-base,CLS_AVGALL,torch.Size([768]),1,12,0,72.33,63.76,84.74,68.77,81.6,35.29,34.8,66.49,63.4725,67.49857142857142
324,roberta-base,AVG_AVGALL,torch.Size([768]),1,12,0,82.68,84.53,93.4,87.76,89.51,49.05,91.0,66.49,80.55250000000001,85.05285714285715
325,roberta-base,SUM_AVGALL,torch.Size([768]),1,12,0,82.48,85.8,93.89,87.56,89.9,49.41,91.2,66.49,80.84125,85.33142857142857
326,roberta-base,MAX_AVGALL,torch.Size([768]),1,12,0,77.84,66.39,91.55,85.98,86.99,43.12,76.8,65.28,74.24375,78.69000000000001
327,roberta-base,AVG-NS_AVGALL,torch.Size([768]),1,12,0,82.74,83.76,93.37,87.84,89.51,49.68,91.0,66.49,80.54875000000001,84.95857142857143
328,roberta-base,SUM-NS_AVGALL,torch.Size([768]),1,12,0,82.19,85.77,93.8,87.74,89.9,48.46,92.0,66.38,80.77999999999999,85.39714285714285
329,roberta-base,MAX-NS_AVGALL,torch.Size([768]),1,12,0,77.89,69.59,91.55,86.16,86.55,43.12,76.8,65.39,74.63125000000001,79.13285714285715
330,roberta-base,CLS+AVG_AVGALL,torch.Size([1536]),1,12,0,82.72,77.93,93.56,87.64,89.79,49.32,88.2,71.83,80.12375000000002,84.52428571428572
331,roberta-base,CLS+SUM_AVGALL,torch.Size([1536]),1,12,0,82.91,85.03,93.74,87.56,89.79,48.69,90.4,67.77,80.73625,85.31428571428572
332,roberta-base,CLS+MAX_AVGALL,torch.Size([1536]),1,12,0,78.31,63.87,91.44,86.15,85.45,44.21,78.2,72.12,74.96875,79.36285714285714
333,roberta-base,CLS+AVG-NS_AVGALL,torch.Size([1536]),1,12,0,82.67,78.76,93.5,87.8,89.84,49.41,88.6,72.99,80.44625,84.88000000000001
