,Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,STS12,STS13,STS14,STS15,STS16,Avg
47,bert-base,DY3_LYR-9,torch.Size([2304]),1,12,0,42.94664817822514,25.857504296924628,40.26809375723566,53.37218264128154,42.77494293830281,41.04387436239396
48,bert-base,DY3-NS_LYR-9,torch.Size([2304]),1,12,0,44.2313202249183,29.13562795199749,42.38331226750554,53.863410314491134,45.70632232774613,43.06399861733172
49,bert-base,DY5_LYR-9,torch.Size([3840]),1,12,0,39.746404448907725,22.50222330785415,32.883531667233974,48.08018436464912,31.921693508012787,35.02680745933155
50,bert-base,DY5-NS_LYR-9,torch.Size([3840]),1,12,0,41.54321796338047,26.552961487309222,33.06587332145166,49.76145809284171,38.92643701678505,37.969989576353626
51,bert-base,CLS_LYR-10,torch.Size([768]),1,12,0,25.495362399918665,18.543605043546176,25.825569679021314,29.310579235351348,36.25159457772419,27.08534218711234
52,bert-base,AVG_LYR-10,torch.Size([768]),1,12,0,48.02913934969968,51.5283749592116,56.67521103836107,63.52845336015653,63.6016743646479,56.67257061441536
53,bert-base,SUM_LYR-10,torch.Size([768]),1,12,0,48.029141827819984,51.528374259011855,56.675211226743414,63.52845404022934,63.601668448156104,56.67256996039214
54,bert-base,MAX_LYR-10,torch.Size([768]),1,12,0,47.305994440278454,46.40150438278041,55.718693393321374,61.59980821528919,60.15793142063027,54.23678637045994
55,bert-base,AVG-NS_LYR-10,torch.Size([768]),1,12,0,49.30029520159268,52.80776192022421,58.07938674730693,64.42060509062064,63.93193845219933,57.70799748238876
56,bert-base,SUM-NS_LYR-10,torch.Size([768]),1,12,0,49.30029218696668,52.807763882683254,58.0793841294595,64.42060340416364,63.93193994859099,57.70799671037281
57,bert-base,MAX-NS_LYR-10,torch.Size([768]),1,12,0,46.48151510295063,46.498393630297876,55.41060443327993,60.7150021970652,59.00791621328122,53.62268631537497
58,bert-base,CLS+AVG_LYR-10,torch.Size([1536]),1,12,0,35.73155184009549,32.39374217646898,39.41353929844653,46.06082517378678,50.89243966436532,40.898419630632624
59,bert-base,CLS+SUM_LYR-10,torch.Size([1536]),1,12,0,47.8952807584308,51.11396603228599,56.40795010402735,63.396929020042215,63.533827451103676,56.469590673178004
60,bert-base,CLS+MAX_LYR-10,torch.Size([1536]),1,12,0,40.567093915117844,35.24097985429807,44.99708283128145,51.2767475386243,54.15449618866498,45.24728006559733
61,bert-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),1,12,0,37.038701817280284,34.215603637038434,41.108021953773594,47.63288806930793,52.17196525323955,42.43343614612796
62,bert-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),1,12,0,49.12646846317347,52.33464235959037,57.7779895646603,64.29370993820946,63.90050876168495,57.48666381746371
63,bert-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),1,12,0,40.81866498688484,35.99420439074868,45.668420750056335,51.63758806129108,54.30957051174076,45.68568974014434
64,bert-base,DY3_LYR-10,torch.Size([2304]),1,12,0,44.40265347449848,32.02736775864757,43.63287001744919,55.37494616059915,46.72001135835644,44.43156975391016
65,bert-base,DY3-NS_LYR-10,torch.Size([2304]),1,12,0,45.75716902592547,35.1015174977263,45.665381675766525,55.80069448405071,49.756847389824784,46.41632201465876
66,bert-base,DY5_LYR-10,torch.Size([3840]),1,12,0,41.30857112838487,28.993145442827768,36.248521343096854,50.671270819217774,35.99354338720989,38.64301042414743
67,bert-base,DY5-NS_LYR-10,torch.Size([3840]),1,12,0,42.90960665736721,31.180876452677726,36.7548985171112,52.02076995704539,42.99740320228883,41.17271095729807
68,bert-base,CLS_LYR-11,torch.Size([768]),1,12,0,25.2731004014695,18.775475418006696,27.651187978366128,34.49296074074274,40.4321303306865,29.324970973854313
69,bert-base,AVG_LYR-11,torch.Size([768]),1,12,0,47.2918074083832,49.563310308450134,56.051700642172676,62.02008677458784,63.37350823687453,55.66008267409368
70,bert-base,SUM_LYR-11,torch.Size([768]),1,12,0,47.2918063834522,49.56330975624439,56.05170304920861,62.02008913498812,63.373512411491916,55.66008414707704
71,bert-base,MAX_LYR-11,torch.Size([768]),1,12,0,46.55324192819973,46.41296128675968,55.27270284257189,60.53026379169678,60.670539990388995,53.88794196792342
72,bert-base,AVG-NS_LYR-11,torch.Size([768]),1,12,0,48.41783459236236,50.74797116758357,57.284784321864294,62.83697517991729,63.61512046701083,56.58053714574767
73,bert-base,SUM-NS_LYR-11,torch.Size([768]),1,12,0,48.41783128392615,50.74796925053743,57.284780898414475,62.83697364284001,63.61512649283879,56.58053631371138
74,bert-base,MAX-NS_LYR-11,torch.Size([768]),1,12,0,45.70053719728911,46.22278141575962,54.8071051706828,59.885763615994605,59.568767974373706,53.23699107481997
75,bert-base,CLS+AVG_LYR-11,torch.Size([1536]),1,12,0,36.65521119391186,34.28084599791357,42.27859880687006,50.25865022456101,54.79678757650167,43.65401875995163
76,bert-base,CLS+SUM_LYR-11,torch.Size([1536]),1,12,0,47.17754824139034,49.263569106057744,55.84281055010444,61.91555702648402,63.31949651916575,55.50379628864046
77,bert-base,CLS+MAX_LYR-11,torch.Size([1536]),1,12,0,40.253498976810754,36.521363956327995,46.23755136206598,53.19511156775789,56.73716800125085,46.588938772842695
78,bert-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),1,12,0,37.90451098037773,36.078024216594606,43.876772634903865,51.51426147938001,55.8760766605856,45.04992919436837
79,bert-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),1,12,0,48.22789585478549,50.40406652245175,57.03966537720536,62.720895010229526,63.57472851696884,56.393450256328194
80,bert-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),1,12,0,40.20276508790454,36.86136389331172,46.44523571722777,53.18848691295466,56.506140661123816,46.6407984545045
81,bert-base,DY3_LYR-11,torch.Size([2304]),1,12,0,44.333072557733374,29.023233772594608,42.27534428615382,53.86743627483524,45.86009156545286,43.07183569135399
82,bert-base,DY3-NS_LYR-11,torch.Size([2304]),1,12,0,45.41995328866257,32.013171982132974,44.010492839069485,54.00640227993346,49.02271754951542,44.89454758786278
83,bert-base,DY5_LYR-11,torch.Size([3840]),1,12,0,41.757682223115836,27.136428264550855,35.63075658171322,49.193734014910596,34.49272008660971,37.64226423418005
84,bert-base,DY5-NS_LYR-11,torch.Size([3840]),1,12,0,42.91789279395678,29.207332119085965,35.85078297816991,50.306615621671746,42.07215471478036,40.07095564553295
85,bert-base,CLS_LYR-12,torch.Size([768]),1,12,0,27.580966381822286,22.518090723511154,25.630336026555174,32.111130867235374,42.688012601524846,30.105707320129767
86,bert-base,AVG_LYR-12,torch.Size([768]),1,12,0,46.873426737597704,52.772561383216946,57.15178990658495,63.46988592624945,64.50983989302246,56.9555007693343
87,bert-base,SUM_LYR-12,torch.Size([768]),1,12,0,46.87342392894919,52.77256099427987,57.15179171981723,63.46988617911246,64.50984255208627,56.95550107484901
88,bert-base,MAX_LYR-12,torch.Size([768]),1,12,0,45.74129919567012,45.185135101656314,54.261276928279415,60.76408948470024,60.639378299757055,53.31823580201262
89,bert-base,AVG-NS_LYR-12,torch.Size([768]),1,12,0,47.76602738747312,53.667865231557656,58.02425533651521,64.13983108381483,64.71289878619248,57.66217556511067
90,bert-base,SUM-NS_LYR-12,torch.Size([768]),1,12,0,47.766025759048205,53.6678612791357,58.024254591203054,64.13983035693853,64.71289797558599,57.66217399238229
91,bert-base,MAX-NS_LYR-12,torch.Size([768]),1,12,0,45.13981036460759,44.63727666121724,53.788719393339846,60.368608060763286,58.76291439314135,52.53946577461386
92,bert-base,CLS+AVG_LYR-12,torch.Size([1536]),1,12,0,37.00995171551499,35.7428321134223,40.10159434431641,47.28814412619755,55.746043670424875,43.17771319397522
93,bert-base,CLS+SUM_LYR-12,torch.Size([1536]),1,12,0,46.84511421390201,52.301736242537714,56.87752929285933,63.36548526569173,64.55111187542555,56.788195378083266
94,bert-base,CLS+MAX_LYR-12,torch.Size([1536]),1,12,0,40.21851123360209,36.93523368216437,43.849018486523335,51.30427249982004,57.58065663507641,45.977538507437245
95,bert-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),1,12,0,37.80976543925275,36.781217668236906,41.2414750815294,48.241875413252345,56.38474712096355,44.091816144646984
96,bert-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),1,12,0,47.75958974368162,53.133456696571876,57.71014900088056,64.02565403500859,64.78500533114446,57.482770961457426
97,bert-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),1,12,0,40.60702165130036,37.519029764788044,44.55700745188584,52.0250409048224,57.25033549813452,46.39168705418623
98,bert-base,DY3_LYR-12,torch.Size([2304]),1,12,0,45.55705503304862,35.245496986212274,45.70516965628874,57.07017063407499,49.30658754641993,46.57689597120891
99,bert-base,DY3-NS_LYR-12,torch.Size([2304]),1,12,0,45.9025262273876,35.3732480259153,46.135606594009765,56.40860818891606,50.92298577950213,46.94859496314617
100,bert-base,DY5_LYR-12,torch.Size([3840]),1,12,0,42.799211997749254,29.903717565695143,37.583104455701196,50.93126875381018,34.87714687029324,39.2188899286498
101,bert-base,DY5-NS_LYR-12,torch.Size([3840]),1,12,0,42.92541572244796,33.50910050217708,37.45924332545508,51.86237840785458,43.12807852126751,41.77684329584044
102,bert-base,CLS_SUML4L,torch.Size([768]),1,12,0,26.077213385068337,20.899848176488852,27.325380370996587,31.928049473091836,38.39175821434957,28.92444992399904
103,bert-base,AVG_SUML4L,torch.Size([768]),1,12,0,48.5511378665844,50.964559086567526,57.24709580064052,63.94847548223168,63.743700637991864,56.8909937748032
104,bert-base,SUM_SUML4L,torch.Size([768]),1,12,0,48.551136362719895,50.96456117735806,57.24709550208884,63.94847323161894,63.743706682728984,56.89099459130294
105,bert-base,MAX_SUML4L,torch.Size([768]),1,12,0,48.35006627442063,46.28597127540588,56.54091878440962,62.31239147057105,60.90878946894552,54.87962745475054
106,bert-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,49.622776539008626,52.00719903534213,58.36554636335235,64.68783352879711,63.86638651362567,57.70994839602518
107,bert-base,SUM-NS_SUML4L,torch.Size([768]),1,12,0,49.62277406195721,52.0071940746217,58.365544931586534,64.68783479912845,63.86639314659421,57.70994820277762
108,bert-base,MAX-NS_SUML4L,torch.Size([768]),1,12,0,47.39706365288573,46.108122712391825,55.98093179168361,61.548458265763,59.661579154231035,54.13923111539104
109,bert-base,CLS+AVG_SUML4L,torch.Size([1536]),1,12,0,37.455630370706665,35.475024949297485,42.34272055428585,49.54889217006219,53.88430882756816,43.74131537438407
110,bert-base,CLS+SUM_SUML4L,torch.Size([1536]),1,12,0,48.43058267202155,50.5961127726539,57.015421730185246,63.84762175423309,63.707984345268976,56.71954465487255
111,bert-base,CLS+MAX_SUML4L,torch.Size([1536]),1,12,0,42.450902330285075,37.484824081090835,47.69100516869023,54.268594896707235,57.024127798031834,47.783890854961044
112,bert-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),1,12,0,38.737302208430144,37.14032745363418,43.96189476512005,50.962645456728396,54.93927939380774,45.1482898555441
113,bert-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),1,12,0,49.46878693379509,51.57590845036939,58.101749254255864,64.58751278735845,63.86437191003138,57.51966586716203
114,bert-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),1,12,0,42.442295786780846,37.90868262812459,47.98306736064249,54.39949195204522,56.77830745020245,47.90236903555912
115,bert-base,DY3_SUML4L,torch.Size([2304]),1,12,0,44.75371044674272,30.721441283004193,43.345819373030665,55.28589810827803,45.99033813155358,44.01944146852183
116,bert-base,DY3-NS_SUML4L,torch.Size([2304]),1,12,0,45.87521407731188,33.41123708396568,45.03295527685942,55.43826038276514,48.8805039720901,45.727634158598434
117,bert-base,DY5_SUML4L,torch.Size([3840]),1,12,0,41.559389939224104,27.45180331857527,35.78597016085226,50.29100515525934,34.281395050569664,37.87391272489613
118,bert-base,DY5-NS_SUML4L,torch.Size([3840]),1,12,0,42.88865300391169,30.051555304634835,36.04233132458454,51.53714749913527,41.794619425501516,40.46286131155357
119,bert-base,CLS_AVGL4L,torch.Size([768]),1,12,0,26.077213385068337,20.899848176488852,27.325380370996587,31.928049473091836,38.39175821434957,28.92444992399904
120,bert-base,AVG_AVGL4L,torch.Size([768]),1,12,0,48.5511378665844,50.964559086567526,57.24709580064052,63.94847548223168,63.743700637991864,56.8909937748032
121,bert-base,SUM_AVGL4L,torch.Size([768]),1,12,0,48.551136362719895,50.96456117735806,57.24709550208884,63.94847323161894,63.743706682728984,56.89099459130294
122,bert-base,MAX_AVGL4L,torch.Size([768]),1,12,0,48.35006627442063,46.28597127540588,56.54091878440962,62.31239147057105,60.90878946894552,54.87962745475054
123,bert-base,AVG-NS_AVGL4L,torch.Size([768]),1,12,0,49.622776539008626,52.00719903534213,58.36554636335235,64.68783352879711,63.86638651362567,57.70994839602518
124,bert-base,SUM-NS_AVGL4L,torch.Size([768]),1,12,0,49.62277406195721,52.0071940746217,58.365544931586534,64.68783479912845,63.86639314659421,57.70994820277762
125,bert-base,MAX-NS_AVGL4L,torch.Size([768]),1,12,0,47.39706365288573,46.108122712391825,55.98093179168361,61.548458265763,59.661579154231035,54.13923111539104
126,bert-base,CLS+AVG_AVGL4L,torch.Size([1536]),1,12,0,37.455630370706665,35.475024949297485,42.34272055428585,49.54889217006219,53.88430882756816,43.74131537438407
127,bert-base,CLS+SUM_AVGL4L,torch.Size([1536]),1,12,0,48.43058267202155,50.5961127726539,57.015421730185246,63.84762175423309,63.707984345268976,56.71954465487255
128,bert-base,CLS+MAX_AVGL4L,torch.Size([1536]),1,12,0,42.450902330285075,37.484824081090835,47.69100516869023,54.268594896707235,57.024127798031834,47.783890854961044
129,bert-base,CLS+AVG-NS_AVGL4L,torch.Size([1536]),1,12,0,38.737302208430144,37.14032745363418,43.96189476512005,50.962645456728396,54.93927939380774,45.1482898555441
130,bert-base,CLS+SUM-NS_AVGL4L,torch.Size([1536]),1,12,0,49.46878693379509,51.57590845036939,58.101749254255864,64.58751278735845,63.86437191003138,57.51966586716203
131,bert-base,CLS+MAX-NS_AVGL4L,torch.Size([1536]),1,12,0,42.442295786780846,37.90868262812459,47.98306736064249,54.39949195204522,56.77830745020245,47.90236903555912
132,bert-base,DY3_AVGL4L,torch.Size([2304]),1,12,0,44.75371044674272,30.721441283004193,43.345819373030665,55.28589810827803,45.99033813155358,44.01944146852183
133,bert-base,DY3-NS_AVGL4L,torch.Size([2304]),1,12,0,45.87521407731188,33.41123708396568,45.03295527685942,55.43826038276514,48.8805039720901,45.727634158598434
134,bert-base,DY5_AVGL4L,torch.Size([3840]),1,12,0,41.559389939224104,27.45180331857527,35.78597016085226,50.29100515525934,34.281395050569664,37.87391272489613
135,bert-base,DY5-NS_AVGL4L,torch.Size([3840]),1,12,0,42.88865300391169,30.051555304634835,36.04233132458454,51.53714749913527,41.794619425501516,40.46286131155357
136,bert-base,CLS_SUMALL,torch.Size([768]),1,12,0,28.716809604578643,22.326764510459054,28.261288248868414,31.53861380020692,39.89986086647423,30.148667406117454
137,bert-base,AVG_SUMALL,torch.Size([768]),1,12,0,56.37921021302953,53.57216795877283,62.08705385128604,67.71500365678426,65.96406685478028,61.14350050693059
138,bert-base,SUM_SUMALL,torch.Size([768]),1,12,0,56.37921076031007,53.57217701659268,62.08705359555603,67.71500172182448,65.96405789329735,61.14350019751612
139,bert-base,MAX_SUMALL,torch.Size([768]),1,12,0,55.349261232738,50.525685869864525,63.07859447068046,66.44283702620284,65.65853707787404,60.21098313547198
140,bert-base,AVG-NS_SUMALL,torch.Size([768]),1,12,0,56.48921409794314,54.26190568028398,62.54270039384794,67.44247306797874,65.01654218983649,61.15056708597806
141,bert-base,SUM-NS_SUMALL,torch.Size([768]),1,12,0,56.48921246450935,54.26190374631573,62.542697935650914,67.44247115330575,65.01654880155694,61.15056682026774
142,bert-base,MAX-NS_SUMALL,torch.Size([768]),1,12,0,54.21610043510228,50.03823803051333,61.94943680768262,65.27253171355687,64.24961101252845,59.14518359987672
143,bert-base,CLS+AVG_SUMALL,torch.Size([1536]),1,12,0,48.5415165959671,43.586220785077174,52.516914786059765,57.97605642676113,60.35948664938523,52.596039048650084
144,bert-base,CLS+SUM_SUMALL,torch.Size([1536]),1,12,0,56.26561198645194,53.032440393270456,61.83127068669838,67.66278208656318,65.96205336192445,60.95083170298168
145,bert-base,CLS+MAX_SUMALL,torch.Size([1536]),1,12,0,54.45835808489077,46.941095483186785,60.53146511051439,65.37255616537051,66.11137054685294,58.68296907816307
146,bert-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),1,12,0,49.81637795237729,45.58104304301664,54.276748754176886,59.24699830431256,60.67111057071612,53.918455724919895
147,bert-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),1,12,0,56.38663395398107,53.64500623966278,62.27903330673734,67.43869196178271,65.15869402118187,60.98161189666915
148,bert-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),1,12,0,53.87855964210664,46.82155775738905,59.92642291777076,64.70178854946775,65.34827973478947,58.13532172030474
149,bert-base,DY3_SUMALL,torch.Size([2304]),1,12,0,44.6861421080966,25.447736695742414,39.329009924384614,50.32535880659502,40.30078754925526,40.017807016814785
150,bert-base,DY3-NS_SUMALL,torch.Size([2304]),1,12,0,46.13653832084529,29.858665943667113,42.50490731804184,51.11684023767828,43.87279694562775,42.697949753172054
151,bert-base,DY5_SUMALL,torch.Size([3840]),1,12,0,40.393594432822674,21.26460727446876,31.804841587973776,43.26757815674213,26.275395745908924,32.60120343958325
152,bert-base,DY5-NS_SUMALL,torch.Size([3840]),1,12,0,42.550267650210735,26.250849250058366,33.24791567955972,45.97045764749282,34.477762358110944,36.499450517086515
153,bert-base,CLS_AVGALL,torch.Size([768]),1,12,0,28.716791258458585,22.326763919718736,28.261287680422715,31.53860545345385,39.89981207090193,30.14865207659117
154,bert-base,AVG_AVGALL,torch.Size([768]),1,12,0,56.37920801227126,53.57216631204446,62.087056909781026,67.71499855423154,65.9640664537794,61.14349924842154
155,bert-base,SUM_AVGALL,torch.Size([768]),1,12,0,56.379211107401495,53.57217725373166,62.08705136541091,67.71499777444538,65.96406133678033,61.143499767553955
156,bert-base,MAX_AVGALL,torch.Size([768]),1,12,0,55.34926225952346,50.525677520430534,63.07859408450645,66.44282911658466,65.65853698398378,60.21097999300578
157,bert-base,AVG-NS_AVGALL,torch.Size([768]),1,12,0,56.48921726682954,54.26191191594296,62.542699413039585,67.44247028216836,65.01655691929034,61.15057115945416
158,bert-base,SUM-NS_AVGALL,torch.Size([768]),1,12,0,56.489214570378174,54.26190889128081,62.54270249798785,67.44247327118309,65.01653875348067,61.15056759686212
159,bert-base,MAX-NS_AVGALL,torch.Size([768]),1,12,0,54.2160983009278,50.03824181340066,61.949435623546364,65.27253302371984,64.24961519286693,59.14518479089232
160,bert-base,CLS+AVG_AVGALL,torch.Size([1536]),1,12,0,48.541513132865596,43.58622846460571,52.51689976311245,57.976028908136456,60.35946212089257,52.59602647792256
161,bert-base,CLS+SUM_AVGALL,torch.Size([1536]),1,12,0,56.265618933893556,53.032444610936146,61.8312671739745,67.66278190001496,65.96206781153035,60.9508360860699
162,bert-base,CLS+MAX_AVGALL,torch.Size([1536]),1,12,0,54.45834692475776,46.94109227181165,60.53146938475553,65.37256473503349,66.11139123158247,58.68297290958817
163,bert-base,CLS+AVG-NS_AVGALL,torch.Size([1536]),1,12,0,49.816373584437095,45.58105572990011,54.27674264988608,59.24700130945961,60.671107896114805,53.918456233959546
164,bert-base,CLS+SUM-NS_AVGALL,torch.Size([1536]),1,12,0,56.3866305778878,53.645004309267854,62.2790315189209,67.43869531254131,65.15869553227536,60.98161145017865
