,Modelo,Pooling,epochs,qtd_layers,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC,Avg_with_SST5,Avg_without_SST5
199,roberta-base,_mean_pooling_9,1,12,84.12,88.22,94.34,87.43,88.65,49.68,81.13,67.54,80.13874999999999,84.49
200,roberta-base,_mean_pooling_no_cls_and_sep_9,1,12,84.12,88.22,94.34,87.43,88.65,49.68,81.13,67.54,80.13874999999999,84.49
201,roberta-base,_concat_cls_layer_with_mean_pooling_9,1,12,83.98,80.95,94.27,87.5,88.19,49.5,80.98,71.66,79.62875,83.93285714285715
202,roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_9,1,12,83.98,80.95,94.27,87.5,88.19,49.5,80.98,71.66,79.62875,83.93285714285715
203,roberta-base,_concat_3_tokens_mean_pooling_9,1,12,85.32,89.18,95.55,88.87,88.76,50.59,86.76,70.88,81.98875,86.47428571428573
204,roberta-base,_concat_5_tokens_mean_pooling_9,1,12,85.23,89.28,95.69,88.22,89.33,49.05,89.43,70.22,82.05625,86.77142857142857
205,roberta-base,_concat_3_tokens_mean_pooling_no_cls_and_sep_9,1,12,85.32,89.18,95.55,88.87,88.76,50.59,86.76,70.88,81.98875,86.47428571428573
206,roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_9,1,12,85.23,89.28,95.69,88.22,89.33,49.05,89.43,70.22,82.05625,86.77142857142857
207,roberta-base,_cls_layer_10,1,12,74.17,63.76,86.07,68.77,81.08,31.7,34.37,67.54,63.4325,67.96571428571428
208,roberta-base,_mean_pooling_10,1,12,83.53,87.42,94.45,86.85,88.42,49.5,81.27,67.54,79.8725,84.21142857142857
209,roberta-base,_mean_pooling_no_cls_and_sep_10,1,12,83.53,87.42,94.45,86.85,88.42,49.5,81.27,67.54,79.8725,84.21142857142857
210,roberta-base,_concat_cls_layer_with_mean_pooling_10,1,12,83.38,81.22,94.24,87.16,87.96,48.86,79.7,71.52,79.255,83.59714285714286
211,roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_10,1,12,83.38,81.22,94.24,87.16,87.96,48.86,79.7,71.52,79.255,83.59714285714286
212,roberta-base,_concat_3_tokens_mean_pooling_10,1,12,84.79,88.52,95.54,88.77,88.76,50.95,87.12,70.41,81.8575,86.27285714285713
213,roberta-base,_concat_5_tokens_mean_pooling_10,1,12,84.91,88.66,95.67,88.12,89.91,48.96,89.09,69.68,81.875,86.57714285714285
214,roberta-base,_concat_3_tokens_mean_pooling_no_cls_and_sep_10,1,12,84.79,88.52,95.54,88.77,88.76,50.95,87.12,70.41,81.8575,86.27285714285713
215,roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_10,1,12,84.91,88.66,95.67,88.12,89.91,48.96,89.09,69.68,81.875,86.57714285714285
216,roberta-base,_cls_layer_11,1,12,77.25,63.76,86.5,68.77,83.14,38.51,40.9,67.54,65.79624999999999,69.69428571428571
217,roberta-base,_mean_pooling_11,1,12,82.95,86.7,94.39,86.49,87.04,48.32,80.61,67.54,79.255,83.67428571428572
218,roberta-base,_mean_pooling_no_cls_and_sep_11,1,12,82.95,86.7,94.39,86.49,87.04,48.32,80.61,67.54,79.255,83.67428571428572
219,roberta-base,_concat_cls_layer_with_mean_pooling_11,1,12,82.86,80.54,94.46,86.9,87.27,48.5,79.79,71.25,78.94624999999999,83.29571428571428
220,roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_11,1,12,82.86,80.54,94.46,86.9,87.27,48.5,79.79,71.25,78.94624999999999,83.29571428571428
221,roberta-base,_concat_3_tokens_mean_pooling_11,1,12,84.17,88.16,95.41,88.42,87.96,50.5,86.63,70.58,81.47875,85.90428571428572
222,roberta-base,_concat_5_tokens_mean_pooling_11,1,12,84.25,87.97,95.71,87.84,87.84,48.14,88.94,70.12,81.35125000000001,86.09571428571428
223,roberta-base,_concat_3_tokens_mean_pooling_no_cls_and_sep_11,1,12,84.17,88.16,95.41,88.42,87.96,50.5,86.63,70.58,81.47875,85.90428571428572
224,roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_11,1,12,84.25,87.97,95.71,87.84,87.84,48.14,88.94,70.12,81.35125000000001,86.09571428571428
225,roberta-base,_cls_layer_12,1,12,78.15,63.76,91.83,68.77,83.37,38.96,47.71,67.54,67.51124999999999,71.59
226,roberta-base,_mean_pooling_12,1,12,81.69,81.64,93.62,84.95,86.47,47.32,74.93,67.54,77.27,81.54857142857144
227,roberta-base,_mean_pooling_no_cls_and_sep_12,1,12,81.69,81.64,93.62,84.95,86.47,47.32,74.93,67.54,77.27,81.54857142857144
228,roberta-base,_concat_cls_layer_with_mean_pooling_12,1,12,81.93,70.01,93.58,84.14,86.12,47.32,75.31,71.66,76.25874999999999,80.39285714285714
229,roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_12,1,12,81.93,70.01,93.58,84.14,86.12,47.32,75.31,71.66,76.25874999999999,80.39285714285714
230,roberta-base,_concat_3_tokens_mean_pooling_12,1,12,83.03,84.47,94.83,87.06,86.7,48.5,84.46,71.03,80.00999999999999,84.51142857142857
231,roberta-base,_concat_5_tokens_mean_pooling_12,1,12,83.25,85.54,95.17,86.7,86.12,47.59,87.69,70.78,80.35499999999999,85.03571428571429
232,roberta-base,_concat_3_tokens_mean_pooling_no_cls_and_sep_12,1,12,83.03,84.47,94.83,87.06,86.7,48.5,84.46,71.03,80.00999999999999,84.51142857142857
233,roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_12,1,12,83.25,85.54,95.17,86.7,86.12,47.59,87.69,70.78,80.35499999999999,85.03571428571429
234,roberta-base,cls_accumulated_last_4_layers,1,12,77.94,63.76,91.11,68.77,83.94,33.61,44.13,67.54,66.35,71.02714285714286
235,roberta-base,mean_pooling_accumulated_last_4_layers,1,12,84.47,89.37,95.17,87.5,88.65,48.05,84.13,67.54,80.60999999999999,85.26142857142857
236,roberta-base,mean_pooling_no_cls_and_sep_accumulated_last_4_layers,1,12,85.12,89.32,95.41,87.72,89.91,49.23,84.81,67.54,81.1325,85.68999999999998
237,roberta-base,concat_cls_with_mean_pooling_accumulated_last_4_layers,1,12,84.15,86.56,94.9,87.58,88.42,48.32,83.18,69.38,80.31125,84.88142857142857
238,roberta-base,concat_cls_with_mean_pooling_no_cls_and_sep_accumulated_last_4_layers,1,12,84.77,87.05,95.15,87.72,89.91,50.5,84.28,70.19,81.19624999999999,85.58142857142856
239,roberta-base,concat_3_tokens_mean_pooling_accumulated_last_4_layers,1,12,84.99,89.52,95.77,88.79,89.33,50.59,88.11,67.37,81.80875,86.26857142857143
240,roberta-base,concat_5_tokens_mean_pooling_accumulated_last_4_layers,1,12,84.63,89.28,95.86,87.92,88.99,48.86,90.09,67.39,81.6275,86.30857142857143
241,roberta-base,concat_3_tokens_mean_pooling_no_cls_and_sep_accumulated_last_4_layers,1,12,84.92,89.66,95.79,88.38,88.88,50.32,88.43,67.49,81.73375,86.22142857142856
242,roberta-base,concat_5_tokens_mean_pooling_no_cls_and_sep_accumulated_last_4_layers,1,12,84.55,89.18,95.75,68.77,89.68,47.05,89.47,67.79,79.03,83.59857142857142
243,roberta-base,cls_accumulated_sumall_layers,1,12,74.06,63.8,89.38,68.77,83.83,31.24,38.72,67.54,64.66749999999999,69.44285714285714
244,roberta-base,mean_pooling_accumulated_sumall_layers,1,12,84.42,88.81,95.21,88.67,87.73,47.77,85.27,67.54,80.6775,85.37857142857142
245,roberta-base,mean_pooling_no_cls_and_sep_accumulated_sumall_layers,1,12,84.47,88.59,95.34,88.45,89.33,49.86,85.22,67.57,81.10374999999999,85.56714285714285
246,roberta-base,concat_cls_with_mean_pooling_accumulated_sumall_layers,1,12,84.37,86.08,95.12,88.51,87.5,48.23,85.25,69.16,80.52749999999999,85.14142857142856
247,roberta-base,concat_cls_with_mean_pooling_no_cls_and_sep_accumulated_sumall_layers,1,12,84.35,87.36,95.11,88.48,88.76,49.05,85.58,70.09,81.09750000000001,85.67571428571429
248,roberta-base,concat_3_tokens_mean_pooling_accumulated_sumall_layers,1,12,84.23,88.37,95.26,88.77,87.96,48.68,87.64,67.54,81.05624999999999,85.68142857142857
249,roberta-base,concat_5_tokens_mean_pooling_accumulated_sumall_layers,1,12,83.71,87.9,95.16,87.51,88.65,46.68,89.34,67.98,80.86625,85.75
250,roberta-base,concat_3_tokens_mean_pooling_no_cls_and_sep_accumulated_sumall_layers,1,12,84.27,88.5,95.24,88.07,88.3,48.14,87.49,67.54,80.94375,85.63
251,roberta-base,concat_5_tokens_mean_pooling_no_cls_and_sep_accumulated_sumall_layers,1,12,83.5,87.89,95.12,68.77,88.3,45.59,88.72,67.84,78.21625,82.87714285714286
