Modelo,Pooling,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC
bert-base-uncased,_mean_pooling_2,"{'devacc': np.float64(74.77), 'acc': np.float64(73.79), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.44), 'acc': np.float64(77.19), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.08), 'acc': np.float64(91.72), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.61), 'acc': np.float64(88.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(74.54), 'acc': 77.21, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.87), 'acc': 41.58, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.36), 'acc': 78.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 71.59, 'f1': 81.21, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_mean_pooling_no_cls_and_sep_2,"{'devacc': np.float64(74.77), 'acc': np.float64(73.79), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.44), 'acc': np.float64(77.19), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.08), 'acc': np.float64(91.72), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.61), 'acc': np.float64(88.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(74.54), 'acc': 77.21, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.87), 'acc': 41.58, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.36), 'acc': 78.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 71.59, 'f1': 81.21, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_2,"{'devacc': np.float64(74.32), 'acc': np.float64(72.82), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(73.27), 'acc': np.float64(73.56), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.01), 'acc': np.float64(91.42), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.53), 'acc': np.float64(88.47), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(73.97), 'acc': 76.88, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.14), 'acc': 41.09, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.43), 'acc': 79.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.34), 'acc': 67.54, 'f1': 80.3, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_2,"{'devacc': np.float64(74.32), 'acc': np.float64(72.82), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(73.27), 'acc': np.float64(73.56), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.01), 'acc': np.float64(91.42), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.53), 'acc': np.float64(88.47), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(73.97), 'acc': 76.88, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.14), 'acc': 41.09, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.43), 'acc': 79.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.34), 'acc': 67.54, 'f1': 80.3, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_3_tokens_mean_pooling_2,"{'devacc': np.float64(75.74), 'acc': np.float64(74.81), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.52), 'acc': np.float64(77.88), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.36), 'acc': np.float64(92.87), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.18), 'acc': np.float64(89.03), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.61), 'acc': 77.1, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.24), 'acc': 40.45, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.79), 'acc': 85.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.61), 'acc': 67.48, 'f1': 75.03, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_5_tokens_mean_pooling_2,"{'devacc': np.float64(76.03), 'acc': np.float64(75.63), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.6), 'acc': np.float64(78.17), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.51), 'acc': np.float64(93.16), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.35), 'acc': np.float64(88.22), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(77.18), 'acc': 77.21, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.42), 'acc': 40.81, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.05), 'acc': 89.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.05), 'acc': 69.62, 'f1': 79.37, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_3_tokens_mean_pooling_no_cls_and_sep_2,"{'devacc': np.float64(75.74), 'acc': np.float64(74.81), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.52), 'acc': np.float64(77.88), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.36), 'acc': np.float64(92.87), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.18), 'acc': np.float64(89.03), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.61), 'acc': 77.1, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.24), 'acc': 40.45, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.79), 'acc': 85.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.61), 'acc': 67.48, 'f1': 75.03, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_5_tokens_mean_pooling_no_cls_and_sep_2,"{'devacc': np.float64(76.03), 'acc': np.float64(75.63), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.6), 'acc': np.float64(78.17), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.51), 'acc': np.float64(93.16), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.35), 'acc': np.float64(88.22), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(77.18), 'acc': 77.21, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.42), 'acc': 40.81, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.05), 'acc': 89.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.05), 'acc': 69.62, 'f1': 79.37, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_cls_layer_3,"{'devacc': np.float64(65.04), 'acc': np.float64(65.08), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.76), 'acc': np.float64(63.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(87.65), 'acc': np.float64(86.32), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.83), 'acc': np.float64(70.05), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.49), 'acc': 75.23, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(32.33), 'acc': 32.4, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(47.63), 'acc': 47.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.79), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_mean_pooling_3,"{'devacc': np.float64(75.08), 'acc': np.float64(74.08), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.01), 'acc': np.float64(76.03), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.41), 'acc': np.float64(91.76), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.32), 'acc': np.float64(88.13), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(75.11), 'acc': 76.83, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.24), 'acc': 42.22, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(77.4), 'acc': 78.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 72.46, 'f1': 81.86, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_mean_pooling_no_cls_and_sep_3,"{'devacc': np.float64(75.08), 'acc': np.float64(74.08), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.01), 'acc': np.float64(76.03), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.41), 'acc': np.float64(91.76), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.32), 'acc': np.float64(88.13), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(75.11), 'acc': 76.83, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.24), 'acc': 42.22, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(77.4), 'acc': 78.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 72.46, 'f1': 81.86, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_3,"{'devacc': np.float64(75.03), 'acc': np.float64(73.66), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(72.66), 'acc': np.float64(74.06), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.08), 'acc': np.float64(91.67), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.52), 'acc': np.float64(88.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(74.89), 'acc': 77.76, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(39.87), 'acc': 41.4, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(75.35), 'acc': 74.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.85), 'acc': 68.46, 'f1': 80.61, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_3,"{'devacc': np.float64(75.03), 'acc': np.float64(73.66), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(72.66), 'acc': np.float64(74.06), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.08), 'acc': np.float64(91.67), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.52), 'acc': np.float64(88.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(74.89), 'acc': 77.76, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(39.87), 'acc': 41.4, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(75.35), 'acc': 74.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.85), 'acc': 68.46, 'f1': 80.61, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_3_tokens_mean_pooling_3,"{'devacc': np.float64(76.04), 'acc': np.float64(74.83), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.06), 'acc': np.float64(77.75), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.48), 'acc': np.float64(92.52), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.41), 'acc': np.float64(89.02), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.72), 'acc': 76.99, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.33), 'acc': 41.31, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.78), 'acc': 82.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.76), 'acc': 68.41, 'f1': 76.25, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_5_tokens_mean_pooling_3,"{'devacc': np.float64(76.24), 'acc': np.float64(75.65), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.52), 'acc': np.float64(78.09), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.68), 'acc': np.float64(93.17), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.63), 'acc': np.float64(88.56), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.26), 'acc': 76.77, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.24), 'acc': 41.0, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.47), 'acc': 87.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.98), 'acc': 67.01, 'f1': 75.19, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_3_tokens_mean_pooling_no_cls_and_sep_3,"{'devacc': np.float64(76.04), 'acc': np.float64(74.83), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.06), 'acc': np.float64(77.75), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.48), 'acc': np.float64(92.52), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.41), 'acc': np.float64(89.02), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.72), 'acc': 76.99, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.33), 'acc': 41.31, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.78), 'acc': 82.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.76), 'acc': 68.41, 'f1': 76.25, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_5_tokens_mean_pooling_no_cls_and_sep_3,"{'devacc': np.float64(76.24), 'acc': np.float64(75.65), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.52), 'acc': np.float64(78.09), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.68), 'acc': np.float64(93.17), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.63), 'acc': np.float64(88.56), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.26), 'acc': 76.77, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.24), 'acc': 41.0, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.47), 'acc': 87.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.98), 'acc': 67.01, 'f1': 75.19, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_cls_layer_4,"{'devacc': np.float64(70.36), 'acc': np.float64(68.65), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.97), 'acc': np.float64(63.95), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(90.39), 'acc': np.float64(90.04), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(83.63), 'acc': np.float64(84.31), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.26), 'acc': 75.89, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(38.51), 'acc': 38.69, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(55.83), 'acc': 57.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.4), 'acc': 66.78, 'f1': 78.94, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_mean_pooling_4,"{'devacc': np.float64(75.61), 'acc': np.float64(74.64), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(77.72), 'acc': np.float64(75.68), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.03), 'acc': np.float64(92.56), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.63), 'acc': np.float64(88.5), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.72), 'acc': 77.65, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.42), 'acc': 41.9, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(79.71), 'acc': 81.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.42), 'acc': 72.12, 'f1': 81.33, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_mean_pooling_no_cls_and_sep_4,"{'devacc': np.float64(75.61), 'acc': np.float64(74.64), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(77.72), 'acc': np.float64(75.68), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.03), 'acc': np.float64(92.56), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.63), 'acc': np.float64(88.5), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.72), 'acc': 77.65, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.42), 'acc': 41.9, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(79.71), 'acc': 81.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.42), 'acc': 72.12, 'f1': 81.33, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_4,"{'devacc': np.float64(75.48), 'acc': np.float64(74.64), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(74.51), 'acc': np.float64(72.8), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.87), 'acc': np.float64(92.07), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.75), 'acc': np.float64(88.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.38), 'acc': 77.16, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.87), 'acc': 41.63, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.41), 'acc': 84.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.66), 'acc': 71.48, 'f1': 81.34, 'ndev': 4076, 'ntest': 1725}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_4,"{'devacc': np.float64(75.48), 'acc': np.float64(74.64), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(74.51), 'acc': np.float64(72.8), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.87), 'acc': np.float64(92.07), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.75), 'acc': np.float64(88.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(76.38), 'acc': 77.16, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.87), 'acc': 41.63, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.41), 'acc': 84.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.66), 'acc': 71.48, 'f1': 81.34, 'ndev': 4076, 'ntest': 1725}"
